siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,latitude,longitude
5511100,17,551110000017,O,,,,,,True,1,,,,CHS,MARCADE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,78.02,NAP,N,50.111441,1.82887
5511142,19,551114200019,O,,NN,,,2019-11-14T14:01:00,True,1,,53.0,,RUE,PIERRE CURIE,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,1992-06-30,F,,,,,55.4B,NAF1993,N,50.058817,1.597814
5511167,16,551116700016,O,,NN,,,2019-11-14T14:01:00,True,1,,,,,,80150,DOMPIERRE-SUR-AUTHIE,,,80248,,,,,,,,,,,,,,,,,,,1990-06-30,F,,,,,67.04,NAP,N,50.295931,1.927096
5511183,21,551118300021,O,,,,,,True,1,,41.0,,RUE,DU LIEUTENANT CARON,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1997-03-17,F,,,,,60.2E,NAF1993,N,50.111866,1.843973
5511225,12,551122500012,O,,,,,,True,1,,,,RUE,DE L EGLISE,80132,CAMBRON,,,80163,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,50.111131,1.769986
5511357,13,551135700013,O,,NN,,,,True,1,,27.0,,RUE,MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,87.03,NAP,N,50.104907,1.835153
5511415,19,551141500019,O,,,,,2019-11-14T14:01:01,True,1,,11.0,,RUE,DE LA REPUBLIQUE,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,1990-02-14,F,,,,,67.07,NAP,N,50.011171,1.992071
5511449,18,551144900018,O,,,,,2019-11-14T14:01:00,True,1,,,,RUE,JACQUES MALLET,80132,HAUTVILLERS-OUVILLE,,,80422,,,,,,,,,,,,,,,,,,,1991-01-31,F,,,,,60.2L,NAF1993,N,50.171386,1.817428
5511456,13,551145600013,O,1955-01-01,NN,,,2012-07-28T11:19:34,True,5,,62.0,,RUE,GRANDE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,2011-12-25,F,,,,,68.20B,NAFRev2,N,50.024543,1.565542
5511464,17,551146400017,O,,NN,,,,True,1,,259.0,,RTE,DE ROUEN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1989-12-30,F,,,,,67.05,NAP,N,50.093342,1.826401
5511472,10,551147200010,O,,NN,,,,True,1,,24.0,,RUE,SAINT VULFRAN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1990-08-31,F,,,,,64.11,NAP,N,50.104888,1.830524
5511530,15,551153000015,O,,NN,,,,True,1,,8.0,,RUE,GASTON GARRY,80120,RUE,,,80688,,,,,,,,,,,,,,,,,,,1988-10-25,F,,,,,64.24,NAP,N,50.272732,1.675501
5511688,11,551168800011,O,,,,,,True,1,,33.0,,RUE,VASSEUR,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,50.322783,1.550976
5511738,14,551173800014,O,,NN,,,2019-11-14T14:01:01,True,1,,,,RUE,NOTRE DAME,80135,SAINT-RIQUIER,,,80716,,,,,,,,,,,,,,,,,,,,F,,,,,62.44,NAP,N,50.132275,1.948595
5511845,17,551184500017,O,,,,,,True,1,,10.0,,RUE,DU GENERAL LECLERC,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,50.214836,1.625686
5511944,18,551194400018,O,,,,,,True,1,,,,,,80570,DARGNIES,,,80235,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,21.11,NAP,N,50.041611,1.526097
5512025,15,551202500015,O,,,,,,True,1,,,,RUE,MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,81.21,NAP,N,50.105197,1.834691
5512066,19,551206600019,O,,NN,,,2019-11-14T14:01:00,True,1,,3.0,,RUE,FERDINAND BUISSON,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,1988-06-15,F,,,,,81.21,NAP,N,50.060439,1.607834
5512231,19,551223100019,O,,NN,,,,True,1,,,,,,80150,LE BOISLE,,,80109,,,,,,,,,,,,,,,,,,,1994-08-29,F,,,,,55.40,NAP,N,50.273004,1.981528
5512363,10,551236300010,O,,NN,,,,True,1,,,,,,80132,LE TITRE,,,80763,,,,,,,,,,,,,,,,,,,1991-12-20,F,,,,,62.44,NAP,N,50.188149,1.799459
5512447,11,551244700011,O,,NN,,,2019-11-14T14:01:00,True,1,,,,RUE,ROGER SALENGRO,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,81.21,NAP,N,50.061048,1.61163
5512645,10,551264500010,O,,NN,,,,True,1,,,,RUE,DE L EGLISE,80140,HUPPY,,,80446,,,,,,,,,,,,,,,,,,,,F,,,,,22.02,NAP,N,50.024031,1.762203
5512678,11,551267800011,O,,NN,,,,True,1,,,,PL,DU MONUMENT,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,50.217219,1.627227
5512686,14,551268600014,O,,NN,,,,True,1,,8.0,,RUE,DE LA PORTE DU PONT,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1994-03-31,F,,,,,55.3A,NAF1993,N,50.215138,1.627062
5512710,12,551271000012,O,,NN,,,2019-11-14T14:01:01,True,1,,9.0,,RTE,D ABBEVILLE,80135,SAINT-RIQUIER,,,80716,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N,50.127162,1.947843
5512728,14,551272800014,O,,,,,,True,1,,,,RUE,DE MALADRERIE,80150,YVRENCHEUX,,,80833,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.05,NAP,N,50.181212,2.001916
5515309,10,551530900010,O,,,,,,True,1,,,,RUE,D ABBEVILLE,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,1992-01-20,F,,,,,92.7C,NAF1993,N,50.324728,1.547849
5520028,19,552002800019,O,1955-01-01,NN,,,2008-01-04T17:54:12,True,5,,,,RUE,AMBROISE CROIZAT,80570,DARGNIES,,,80235,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N,50.040777,1.523472
5520036,12,552003600012,O,,NN,,,,True,1,,220.0,,RUE,DE MENCHECOURT,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1989-03-30,F,,,,,15.11,NAP,N,50.122321,1.810292
5520077,16,552007700016,O,1955-01-01,NN,,,2019-11-14T14:01:00,True,5,,13.0,,RUE,GAMBETTA,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,2014-12-19,A,,,,,25.72Z,NAFRev2,N,50.058721,1.595504
5520119,16,552011900016,O,1900-01-01,,,,2007-01-23T12:14:33,False,4,,74.0,,BD,DE LA PORTELETTE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2006-12-25,F,L ABBEVILLOISE,,,,63.1E,NAFRev1,N,50.100053,1.827711
5520119,24,552011900024,O,1900-01-01,,,,2007-01-23T12:14:33,True,4,,27.0,,RUE,LEDIEN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2006-12-25,F,,,,,51.2A,NAFRev1,N,50.10978,1.827723
5520119,32,552011900032,O,1984-01-13,NN,,,2007-01-23T12:14:33,False,3,,,,,,80870,MOYENNEVILLE,,,80578,,,,,,,,,,,,,,,,,,,2006-12-25,F,,,,,63.1E,NAFRev1,N,50.074158,1.75279
5520119,40,552011900040,O,1983-01-01,NN,,,,False,3,,,,,,80490,BAILLEUL,,,80051,,,,,,,,,,,,,,,,,,,2001-06-30,F,,,,,63.1E,NAF1993,N,50.026005,1.851476
5520119,57,552011900057,O,1975-01-01,NN,,,2007-01-23T12:14:33,False,3,,17.0,,RUE,LEDIEN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2006-12-25,F,,,,,63.1E,NAFRev1,N,50.109597,1.827225
5520135,12,552013500012,O,1955-01-01,NN,,,2008-01-04T17:54:12,False,5,,253.0,,RUE,DE MENCHECOURT,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2007-11-19,F,,,,,74.1J,NAFRev1,O,50.121584,1.81235
5520135,20,552013500020,O,1998-09-30,NN,,,2023-04-19T15:39:27,False,3,,32.0,,PL,DE LA GARE - LILLE,59800,LILLE,,,59350,,,,,,,,,,,,,,,,,,,2007-04-20,F,,,,,74.1J,NAFRev1,N,50.63601,3.069599
5520135,38,552013500038,O,2007-04-20,,,,2019-11-14T14:00:12,True,2,,70.0,,RUE,DE LAUSANNE,1220,DIVONNE-LES-BAINS,,,1143,,,,,,,,,,,,,,,,,,,2007-11-19,F,,,,,17.1P,NAFRev1,N,46.357963,6.143376
5520176,16,552017600016,O,1955-01-01,12,2021.0,,2023-11-30T10:16:27,True,4,,50.0,,RUE,PASTEUR,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,17.21A,NAFRev2,O,50.054356,1.602351
5520176,32,552017600032,O,1999-08-30,12,2021.0,,2023-11-30T10:16:27,False,4,,,,,ZONE DES HAYETTES,80210,CHEPY,,,80190,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,17.21A,NAFRev2,O,50.063403,1.622969
5520200,14,552020000014,O,,,,,,True,1,,4.0,,RUE,PIERRE CURIE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,49.984779,1.557713
5520234,21,552023400021,O,,,,,2019-11-14T14:01:00,True,1,,,,,ZONE INDUSTRIELLE,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,1988-06-23,F,,,,,59.10,NAP,N,50.057233,1.598603
5520242,16,552024200016,O,1900-01-01,12,2021.0,,2023-11-30T10:16:27,False,5,,3.0,,RUE,DU 43 RIC,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,2023-03-01,F,,,,,20.30Z,NAFRev2,O,50.013022,2.000946
5520242,32,552024200032,O,1900-01-01,NN,,,,False,4,,55.0,,BD,DE SEBASTOPOL,75001,PARIS 1,,,75101,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,74.1J,NAF1993,O,48.862367,2.350137
5520242,40,552024200040,O,1993-03-01,NN,,,,False,4,,88.0,,RUE,ROBESPIERRE,93100,MONTREUIL,,,93048,,,,,,,,,,,,,,,,,,,2001-01-19,F,,,,,74.1J,NAF1993,O,48.849698,2.425663
5520242,57,552024200057,O,2001-01-15,NN,,,2006-11-25T09:04:27,False,3,,14.0,,RUE,LESAULT,93500,PANTIN,,,93055,,,,,,,,,,,,,,,,,,,2004-10-12,F,,,,,24.3Z,NAFRev1,N,48.890014,2.408651
5520242,65,552024200065,O,2001-01-19,NN,,,2010-07-07T10:55:06,False,4,,14.0,,RUE,LESAULT,93500,PANTIN,,,93055,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,20.30Z,NAFRev2,O,48.890014,2.408651
5520242,73,552024200073,O,2004-10-01,NN,,,2009-06-27T03:06:27,False,4,,1.0,,AV,ALBERT EINSTEIN,78190,TRAPPES,,,78621,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,20.30Z,NAFRev2,O,48.767595,2.00062
5520242,81,552024200081,O,2023-03-01,,,,2023-07-02T20:25:04,True,1,,4.0,,RUE,DU 43 EME RIC,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,2023-03-01,A,,,,,20.30Z,NAFRev2,N,50.011988,2.003533
5520259,10,552025900010,O,,,,,,True,1,,,,CHS,DU BOIS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N,50.108202,1.837494
5520309,13,552030900013,O,,,,,,True,1,,,,RUE,MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.13,NAP,N,50.105224,1.834639
5520325,19,552032500019,O,1955-01-01,12,2021.0,,2023-11-30T10:16:27,False,5,,12.0,,RUE,HENRI BARBUSSE,80570,DARGNIES,,,80235,,,,,,,,,,,,,,,,,,,2013-12-31,A,,,,,46.74B,NAFRev2,O,50.04138,1.530142
5520325,27,552032500027,O,2018-12-20,,,,2023-04-01T08:39:12,True,1,,36.0,,AV,JUNOT,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,2018-12-20,A,,,,,70.10Z,NAFRev2,N,48.889129,2.336537
5520408,47,552040800047,O,2000-12-14,NN,,,,False,4,,52.0,,RUE,DE LA BIENFAISANCE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2003-07-01,F,,,,,65.2E,NAFRev1,N,48.876636,2.313605
5520408,54,552040800054,O,2003-07-01,NN,,,2006-10-26T23:33:48,True,3,,17.0,,RUE,DE LA BAUME,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2004-08-01,F,,,,,65.2E,NAFRev1,N,48.87471,2.312665
5520416,16,552041600016,O,1900-01-01,NN,,,2008-11-07T00:16:02,True,4,,60.0,,QUAI,DE LA POINTE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,37.1Z,NAF1993,O,50.111301,1.824883
5520424,10,552042400010,O,,,,,,True,1,,,,RUE,JOSSE VAN ROBAIS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N,50.107696,1.836722
5520432,13,552043200013,O,,NN,,,,True,1,,58.0,,RUE,GRANDE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,F,,,,,64.22,NAP,N,50.024543,1.565542
5520440,16,552044000016,O,1955-01-01,NN,,,,True,4,,2.0,,RUE,SAINT GILLES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2003-04-01,F,,,,,18.2D,NAFRev1,O,50.103621,1.837287
5520465,39,552046500039,O,,,,,,True,1,,,,RUE,DE L HOMMELET,59100,ROUBAIX,,,59512,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,59.02,NAP,N,50.697491,3.182091
5520507,12,552050700012,O,,,,,,True,1,,,,,MOU SAINT JEAN,80120,RUE,,,80688,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,57.09,NAP,N,49.115703,-0.169268
5540034,13,554003400013,O,,,,,,True,1,,,,PL,GENERAL DE GAULLE,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,44.092977,6.236329
5540083,10,554008300010,O,,,,,,True,1,,,,RUE,4 COINS,4500,RIEZ,,,4166,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N,43.817637,6.094108
5540091,13,554009100013,O,,,,,,True,1,,,,AV,DE LA LIBERATION,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,47.02,NAP,N,44.189879,5.946665
5540125,19,554012500019,O,,,,,2019-11-14T14:00:14,True,1,,,,PL,JEAN JAURES,4160,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.092662,6.009174
5540273,25,554027300025,O,1900-01-01,NN,,,2008-01-04T17:54:12,True,3,,7.0,,PL,BERAUD,4330,BARREME,,,4022,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N,43.95392,6.369319
5540307,13,554030700013,O,1955-01-01,NN,,,,True,1,,,,HAM,LE SAUZE,4400,ENCHASTRAYES,,,4073,,,,,,,,,,,,,,,,,,,1998-06-30,F,,,,,70.2C,NAF1993,N,44.373008,6.681964
5540315,16,554031500016,O,,,,,,True,1,,44.0,,BD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1991-08-17,F,,,,,64.44,NAP,N,44.092468,6.234753
5540349,15,554034900015,O,,,,,2019-11-14T14:00:14,True,1,,,,RUE,DES COURTILS,4360,MOUSTIERS-SAINTE-MARIE,,,4135,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.847506,6.221263
5540372,17,554037200017,O,,,,,,True,1,,2.0,,PL,DE L HORLOGE,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,64.30,NAP,N,44.196865,5.944701
5540380,10,554038000010,O,1974-04-11,NN,,,2010-11-17T05:54:47,True,5,,49.0,,BD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,2010-11-16,F,,,,,47.73Z,NAFRev2,O,44.09229,6.233896
5540422,10,554042200010,O,,NN,,,,True,1,,9.0,,ALL,ROMAIN SELSIS,4700,ORAISON,,,4143,,,,,,,,,,,,,,,,,,,1990-07-01,F,,,,,59.08,NAP,N,43.916108,5.917829
5540448,15,554044800015,O,,,,,,True,1,,,,,,4350,MALIJAI,,,4108,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.98,NAP,N,44.045925,6.035473
5540455,10,554045500010,O,,,,,,True,1,,,,,LE VILLAGE,4350,MALIJAI,,,4108,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,39.01,NAP,N,44.046815,6.030257
5540497,12,554049700012,O,1989-08-25,,,,,True,3,,47.0,,RUE,MANUEL,4400,BARCELONNETTE,,,4019,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,38.50,NAP,N,44.386909,6.650965
5540539,29,554053900029,O,,,,,2019-09-05T11:13:08,True,1,,,,PL,FREDERIC MISTRAL,4210,VALENSOLE,,,4230,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,43.837074,5.98627
5540547,14,554054700014,O,,NN,,,,True,1,,,,,,4120,CASTELLANE,,,4039,,,,,,,,,,,,,,,,,,,1989-01-07,F,,,,,55.4B,NAF1993,N,43.844009,6.489286
5540554,10,554055400010,O,,,,,2019-08-27T14:09:28,True,1,,,,RUE,DE LA GRANDE FONTAINE,4210,VALENSOLE,,,4230,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.10,NAP,N,43.837338,5.985077
5540612,16,554061200016,O,,,,,,True,1,,,,,LE CYRNOS,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.197468,5.943796
5540646,14,554064600014,O,,,,,,True,1,,,,PL,MARIUS SAUVAIRE,4120,CASTELLANE,,,4039,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.846365,6.513112
5540661,21,554066100021,O,1900-01-01,NN,,,2008-01-04T17:54:12,True,3,,34.0,,BD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N,44.092066,6.233864
5540828,18,554082800018,O,,,,,,True,1,,6.0,,PL,DE LA MAIRIE,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.195887,5.944262
5540836,11,554083600011,O,,,,,,True,1,,,,,GRAND RUE,4210,VALENSOLE,,,4230,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.838154,5.984291
5540844,15,554084400015,O,,,,,,True,1,,,,,,4500,QUINSON,,,4158,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.705158,6.037478
5540869,12,554086900012,O,,,,,,True,1,,7.0,,RUE,SAUNERIE,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,,F,,,,,38.50,NAP,N,44.197604,5.944717
5540885,18,554088500018,O,,,,,2019-09-10T03:53:48,True,1,,,,PL,CLEMENT PLANE,4700,ORAISON,,,4143,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.916698,5.918368
5540901,13,554090100013,O,,,,,2019-11-14T14:00:14,True,1,,,,,,4360,MOUSTIERS-SAINTE-MARIE,,,4135,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,43.839043,6.213687
5540968,12,554096800012,O,,,,,,True,1,,7.0,,RUE,CAPITOUL,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1991-04-19,F,,,,,81.21,NAP,N,44.092524,6.236813
5540976,15,554097600015,O,,,,,,True,1,,,,BD,GASSENDI,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.43,NAP,N,44.091645,6.232475
5541016,19,554101600019,O,,NN,,,,True,1,,,,,LES FERREOLS,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,44.078551,6.328929
5541032,16,554103200016,O,,,,,,True,1,,,,,,4140,AUZET,,,4017,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.310103,6.321883
5541040,19,554104000019,O,,,,,2019-11-14T14:00:14,True,1,,,,,,4530,LA CONDAMINE-CHATELARD,,,4062,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N,44.453819,6.739484
5541065,16,554106500016,O,,,,,,True,1,,,,,,4140,SEYNE,,,4205,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,47.220508,-1.553357
5541073,10,554107300010,O,,,,,2019-11-14T14:00:14,True,1,,,,RTE,NATIONALE 96,4600,CHATEAU-ARNOUX-SAINT-AUBAN,,,4049,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N,44.07177,5.988923
5541123,13,554112300013,O,,NN,,,2019-11-14T14:00:14,True,1,,,,,,4170,THORAME-HAUTE,,,4219,,,,,,,,,,,,,,,,,,,1994-07-29,F,,,,,55.1A,NAF1993,N,44.054915,6.573071
5541206,16,554120600016,O,1900-01-01,NN,,,2011-04-28T00:10:25,False,3,,,,RUE,DU MILIEU,4320,ENTREVAUX,,,4076,,,,,,,,,,,,,,,,,,,1992-11-30,F,,,,,52.1B,NAF1993,N,43.950235,6.811434
5541206,24,554120600024,O,1998-04-02,NN,,,2013-05-26T03:19:31,True,3,,,,QUA,LE RAGOT,4320,ENTREVAUX,,,4076,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N,,
5541248,18,554124800018,O,,,,,,True,1,,,,,,4250,LE CAIRE,,,4037,,,,,,,,,,,,,,,,,,,1987-09-01,F,,,,,67.01,NAP,N,44.367393,6.057519
5541255,13,554125500013,O,,NN,,,2019-11-14T14:00:14,True,1,,,,,LE VERLAINE,4800,GREOUX-LES-BAINS,,,4094,,,,,,,,,,,,,,,,,,,,F,,,,,54.07,NAP,N,43.759478,5.884042
5541263,17,554126300017,O,,,,,,True,1,,,,,,4370,BEAUVEZER,,,4025,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N,44.142586,6.588741
5541305,16,554130500016,O,,,,,2019-11-14T14:00:14,True,1,,,,,GAUDEISSARD,4340,MEOLANS-REVEL,,,4161,,,,,,,,,,,,,,,,,,,,F,,,,,48.01,NAP,N,44.4051,6.537447
5541347,18,554134700018,O,1900-01-01,NN,,,2019-11-14T14:00:14,True,4,,,,,,4500,MONTAGNAC-MONTPEZAT,,,4124,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,51.1T,NAF1993,N,43.776149,6.102417
5541347,26,554134700026,O,1982-09-23,NN,,,2007-01-18T09:10:23,False,3,,,,,,4500,RIEZ,,,4166,,,,,,,,,,,,,,,,,,,1994-05-04,F,,,,,01.2J,NAF1993,N,43.818198,6.083039
5541362,17,554136200017,O,,,,,,True,1,,,,,,4700,ORAISON,,,4143,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N,43.904657,5.914681
5541412,10,554141200010,O,,,,,,True,1,,2.0,,,C ARCS,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N,44.089291,6.242589
5541438,23,554143800023,O,1990-09-01,,,,2023-07-03T20:34:18,True,2,,,,RUE,DU VALLON DE FARINE,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1992-12-31,F,,,,,,,,44.106642,6.233581
5541495,15,554149500015,O,,,,,,True,1,,,,,,4240,ANNOT,,,4008,,,,,,,,,,,,,,,,,,,1987-05-02,F,,,,,63.05,NAP,N,43.96091,6.6722
5541529,11,554152900011,O,,,,,2019-11-14T14:00:14,True,1,,,,,,4170,SAINT-ANDRE-LES-ALPES,,,4173,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.06,NAP,N,43.958336,6.506041
5541545,17,554154500017,O,,NN,,,2019-11-14T14:00:14,True,1,,,,,,4360,MOUSTIERS-SAINTE-MARIE,,,4135,,,,,,,,,,,,,,,,,,,1993-08-05,F,,,,,52.1B,NAF1993,N,43.839043,6.213687
5541552,13,554155200013,O,1974-01-01,01,2021.0,,2023-11-30T10:16:27,True,4,,,,,HOTEL DU VERDON,4370,BEAUVEZER,,,4025,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,55.10Z,NAFRev2,O,45.545075,-1.061861
5541552,21,554155200021,O,1996-11-30,NN,,,2009-06-27T03:06:27,False,4,FROND FREDDE,,,,L'AULAPIE,4260,ALLOS,,,4006,,,,,,,,,,,,,,,,,,,2007-09-30,F,,,,,55.3B,NAFRev1,N,47.131168,4.487299
5541552,39,554155200039,O,2007-09-30,02,2021.0,,2023-12-20T08:53:13,False,6,,,,,PISTE DE L'AIGUILLE,4260,ALLOS,,,4006,,,,,,,,,,,,,,,,,,,2023-12-16,A,LE SYMPA SNACK,,,,56.10C,NAFRev2,O,44.291605,6.566374
5541560,16,554156000016,O,,,,,,True,1,,37.0,,RUE,MANUEL,4400,BARCELONNETTE,,,4019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,44.386989,6.65134
5541610,35,554161000035,O,,,,,,True,1,,,,RUE,DES CORDELIERS,4200,SISTERON,,,4209,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,79.06,NAP,N,44.193959,5.944566
5541669,15,554166900015,O,,,,,,True,1,,,,,SAINT CHRISTOPHE,4000,DIGNE-LES-BAINS,,,4070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,44.076324,6.187397
