siren,siret,adresse,postcode,city
5572326,557232600014,19 RUE JOLIOT CURIE,44720,SAINT-JOACHIM
5572490,557249000018,107 RTE DE VANNES,44160,PONTCHATEAU
5572607,557260700025,17 RUE JOLIOT CURIE,44720,SAINT-JOACHIM
5572615,557261500010, LD LA GUESNE,44480,DONGES
5572680,557268000014, AV DES TILLEULS,44500,LA BAULE-ESCOUBLAC
5572706,557270600017,57 AV ALBERT DE MUN,44600,SAINT-NAZAIRE
5572714,557271400011,8 BD DE LA MER,44740,BATZ-SUR-MER
5572789,557278900013, LD LA MEULE,44290,MASSERAC
5572920,557292000014, AV HENRI,44380,PORNICHET
5573035,557303500010, LE GUESNY,44350,GUERANDE
5573100,557310000012, ST ROCH,44160,PONTCHATEAU
5573183,557318300018,4 QUAI DE VERDUN,44420,PIRIAC-SUR-MER
5573373,557337300015,23 BD DE LA RENAISSANCE,44600,SAINT-NAZAIRE
5573415,557341500014,1 RUE DU RUA,44410,LA CHAPELLE-DES-MARAIS
5573522,557352200017,10 PL JEAN GUIHARD,44130,BLAIN
5573720,557372000017, LD POMPAS,44410,HERBIGNAC
5573761,557376100011, AV DU GENERAL DE GAULLE,44380,PORNICHET
5573779,557377900013, BD DE LA LIBERATION,44220,COUERON
5573811,557381100014, LD ST SEBASTIEN,44380,PORNICHET
5573878,557387800013, RUE SAINT MICHEL,44350,GUERANDE
5573969,557396900010, LD LA STATION,44530,SEVERAC
5574017,557401700017,1 RUE CHARLES BRUNELIERE,44570,TRIGNAC
5574025,557402500010, BOURG,44460,FEGREAC
5574058,557405800029, LA VILLE HEULIN,44600,SAINT-NAZAIRE
5574132,557413200014,26 AV DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
5574173,557417300018, RUE DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE
5574249,557424900024, PL DE LA GARE,44480,DONGES
5574389,557438900010, AV DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
5574405,557440500014, AV LOUIS LAJARRIGE,44500,LA BAULE-ESCOUBLAC
5574454,557445400012, LES COTTAGES,44160,PONTCHATEAU
5574488,557448800010, RUE PRINCIPALE,44130,LE GAVRE
5574546,557454600015, RUE DE TOUTES AIDES,44600,SAINT-NAZAIRE
5574678,557467800016,10 RUE MAURICE SAMBRON,44160,PONTCHATEAU
5574736,557473600012, LD LE POTEAU VERT,44460,SAINT-NICOLAS-DE-REDON
5574793,557479300013,6 RUE DE LA VILLE HALLUARD,44600,SAINT-NAZAIRE
5574942,557494200016, RUE SAINT MICHEL,44350,GUERANDE
5574975,557497500016, AV DE SAINT SEBASTIEN,44380,PORNICHET
5575170,557517000013, LD LE PONT D ARMES,44410,ASSERAC
5575188,557518800015, SAINT EMILIEN,44130,BLAIN
5575246,557524600011,21 RUE DE L EGLISE,44260,SAVENAY
5575360,557536000010, AV DE JOYEUSE RD192,44500,LA BAULE-ESCOUBLAC
5575386,557538600015, BD VICTOR HUGO,44600,SAINT-NAZAIRE
5575485,557548500015, LD QUIMIAC,44420,MESQUER
5575485,557548500023, BD DE L'OCEC,44420,MESQUER
5575501,557550100019,59 RUE JEAN JAURES,44220,COUERON
5575535,557553500017, RUE DE LA PAIX,44360,SAINT-ETIENNE-DE-MONTLUC
5575543,557554300011, BD HENNECART,44500,LA BAULE-ESCOUBLAC
5575741,557574100011, BOURG,44530,GUENROUET
5575832,557583200018, AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5575899,557589900017, AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5575907,557590700018, BOURG,44750,QUILLY
5576053,557605300010,11 RUE GABRIEL PERI,44600,SAINT-NAZAIRE
5576145,557614500014,36 RUE RENE GUILLOUZO,44600,SAINT-NAZAIRE
5576160,557616000013,36 AV DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE
5576178,557617800015, AV JULES VERNE,44500,LA BAULE-ESCOUBLAC
5576186,557618600018,2 RUE DU CLOS DU BOIS,44160,PONTCHATEAU
5576194,557619400012, BOURG,44117,SAINT-ANDRE-DES-EAUX
5576210,557621000016, RUE DE LA MARNE,44220,COUERON
5576236,557623600011,22 RUE SAINT MARTIN,44480,DONGES
5576244,557624400015, LD LE GOUX,44260,MALVILLE
5576319,557631900015, AV DE PENHOET,44600,SAINT-NAZAIRE
5576343,557634300015, PL JEAN GUIHARD,44130,BLAIN
5576376,557637600015,24 ESP FRANCOIS ANDRE,44500,LA BAULE-ESCOUBLAC
5576699,557669900010, AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5576798,557679800010,78 RUE JEAN JAURES,44600,SAINT-NAZAIRE
5576814,557681400015,14 AV DU VICE AMIRAL HALGAN,44480,DONGES
5576889,557688900017,2 BD ALBERT 1ER,44600,SAINT-NAZAIRE
5576913,557691300015, PL DU CHAMP DE MARS,44220,COUERON
5576962,557696200012,19 RUE DE NANTES,44360,LE TEMPLE-DE-BRETAGNE
5577028,557702800011, BOURG,44130,FAY-DE-BRETAGNE
5577051,557705100021,14 BD OCEANIDES,44380,PORNICHET
5577119,557711900018, L ENFER NEUF,44550,MONTOIR-DE-BRETAGNE
5577143,557714300018, AV DES IBIS,44500,LA BAULE-ESCOUBLAC
5577168,557716800015,61 AV ALBERT DE MUN,44600,SAINT-NAZAIRE
5577200,557720000016,108 RUE JOLIOT CURIE,44720,SAINT-JOACHIM
5577325,557732500029,32 RUE SAINT MICHEL,44350,GUERANDE
5580055,558005500019,8 RUE DELESTAGE,44510,LE POULIGUEN
5580071,558007100016,88 AV ALBERT DE MUN,44600,SAINT-NAZAIRE
5580113,558011300032,30 AV LEON BLUM,44600,SAINT-NAZAIRE
5580113,558011300040,13 AV BARBARA,44570,TRIGNAC
5580121,558012100019,101 QUAI DES FREGATES,44600,SAINT-NAZAIRE
5580121,558012100035,2 RUE VICTOR FENOUX,29200,BREST
5580121,558012100043, BD STALINGRAD,76120,LE GRAND-QUEVILLY
5580121,558012100068, RUE EDOUARD LAVOINE,76200,DIEPPE
5580121,558012100100,15 BD DE L AMIRAL BRUIX,75116,PARIS 16
5580121,558012100126, RUE BELLOT,76600,LE HAVRE
5580121,558012100134, RTE DES DOCKS FLOTTANTS,59140,DUNKERQUE
5580147,558014700030, RUE RENE GUY CADOU,44600,SAINT-NAZAIRE
5580154,558015400036,10 RUE DES USINES,44100,NANTES
5580204,558020400013, LA ROCHE,44360,SAINT-ETIENNE-DE-MONTLUC
5580212,558021200016,32 AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5580238,558023800011, AV DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
5580261,558026100013,9 RUE MAURICE SAMBRON,44160,PONTCHATEAU
5580295,558029500011,33 AV DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
5580329,558032900018, AV DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE
5580345,558034500022,40 BD DE SAINT NAZAIRE,44380,PORNICHET
5580345,558034500030,10 RUE ANDERS CELSIUS,44600,SAINT-NAZAIRE
5580436,558043600011, BD DES APPRENTIS,44600,SAINT-NAZAIRE
5580436,558043600052,94 BD FLANDRIN,75116,PARIS 16
5580436,558043600060, RUE SAINT FIACRE,85640,MOUCHAMPS
5580469,558046900038,47 RUE DE L'UNIVERSITE,75007,PARIS 7
5580501,558050100012, QUAI DU COMMERCE,44600,SAINT-NAZAIRE
5580501,558050100020,262 BD SAINT GERMAIN,75007,PARIS 7
5580501,558050100038,56 BD DU DOYENNE,49100,ANGERS
5580501,558050100046,93 BD MALESHERBES,75008,PARIS 8
5580527,558052700017, RTE DE NANTES,44160,PONTCHATEAU
5580600,558060000012,84 RUE DU CDT GUSTAVE GATE,44600,SAINT-NAZAIRE
5580618,558061800022, BREHADOUR,44350,GUERANDE
5580618,558061800030,52 RUE D ANJOU,44600,SAINT-NAZAIRE
5580642,558064200014, LE CALVAIRE,44160,PONTCHATEAU
5580683,558068300018,3 AV SAINT SAENS,44500,LA BAULE-ESCOUBLAC
5580683,558068300026,139 RUE PAUL VAILLANT COUTURIER,92240,MALAKOFF
5580766,558076600011, RUE JEAN GUTENBERG,44600,SAINT-NAZAIRE
5580782,558078200018,31 PL DE L HOTEL DE VILLE,44260,SAVENAY
5580824,558082400018, RUE LA CROIX AMISSE,44600,SAINT-NAZAIRE
5610043,561004300019,,80370,HIERMONT
5610142,561014200019,,80210,CHEPY
5610175,561017500019,,80135,SAINT-RIQUIER
5610324,561032400013, RUE DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU
5610399,561039900015,32 RUE DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU
5610423,561042300013,,80150,BOUFFLERS
5610746,561074600017, PAS DES ORMES,80550,LE CROTOY
5610761,561076100016, PL MAX LEJEUNE,80100,ABBEVILLE
5610886,561088600011,39 CHS MARCADE,80100,ABBEVILLE
5610928,561092800011,,80270,ALLERY
5610936,561093600014,,80270,ALLERY
5610993,561099300023,20 RUE JEAN DE PONTHIEU,80100,ABBEVILLE
5611009,561100900019,16 PL DU GENERAL LECLERC,80220,GAMACHES
5611025,561102500015,8 RUE DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU
5611066,561106600019,34 RUE DE NORMANDIE,80220,GAMACHES
5611074,561107400013,88 FG SUR SOMME,80100,ABBEVILLE
5611215,561121500012,39 RUE DU GENERAL DE GAULLE,80135,SAINT-RIQUIER
5611223,561122300016, CHE BARRE DE LA MER,80550,LE CROTOY
5611389,561138900015,,80120,FORT-MAHON-PLAGE
5611462,561146200010,,80150,MAISON-PONTHIEU
5611744,561174400011,2 AV DU CHATEAU D EAU,80550,LE CROTOY
5611751,561175100016,67 RUE DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU
5611827,561182700014,19 RUE DE LA VALLEE,80132,CAHON
5611926,561192600014,17 RUE DE L ABREUVOIR,80100,ABBEVILLE
5612056,561205600019,28 RUE MARECHAL FOCH,80100,ABBEVILLE
5612106,561210600020,1 RUE DES PATISSIERS,80510,LONGPRE-LES-CORPS-SAINTS
5612114,561211400016, RUE DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU
5612130,561213000012,48 RUE SAINT GILLES,80100,ABBEVILLE
5612288,561228800018,42 AV DE LA PLAGE,80120,FORT-MAHON-PLAGE
5612296,561229600011,10 RUE CORNEHOTTE,80570,DARGNIES
5612312,561231200016,8 PL MAX LEJEUNE,80100,ABBEVILLE
5612353,561235300010,32 RUE DE LA BARRIERE,80120,RUE
5612478,561247800015,,80570,DARGNIES
5612502,561250200012,14 RUE SAINT VULFRAN,80100,ABBEVILLE
5612577,561257700014, RUE DU MARAIS,80120,QUEND
5612676,561267600014,,80220,GAMACHES
5612700,561270000012,,80132,CAHON
5612718,561271800014,1 RUE PILLEVERGUE,80220,BOUTTENCOURT
5612734,561273400011, RTE D ABBEVILLE,80220,BOUTTENCOURT
5620026,562002600012, RUE D AIRAINES,80510,LONGPRE-LES-CORPS-SAINTS
5620034,562003400016,4 BD DE LA REPUBLIQUE,80100,ABBEVILLE
5620034,562003400024, LOUIS DELAPORTE,76370,ROUXMESNIL-BOUTEILLES
5620059,562005900013, RUE DE MENCHECOURT,80100,ABBEVILLE
5620083,562008300013,49 RUE DE NORMANDIE,80220,GAMACHES
5620091,562009100016, RTE NATIONALE,80132,HAUTVILLERS-OUVILLE
5620109,562010900016, RTE D ANCENNES,80220,BOUTTENCOURT
5620117,562011700019,12 RUE DE LA TANNERIE,80100,ABBEVILLE
5620117,562011700027,17 RUE DE METZ,80000,AMIENS
5620158,562015800013,46 AV HENRI RENARD,80120,QUEND
5620174,562017400010, RUE DU MOULIN,80132,CAHON
5620174,562017400028,27 RTE DE CHAUNY,80400,HAM
5620174,562017400036,22 RUE DE LA VALLEE,80132,CAHON
5620190,562019000024,21 RUE GONTIER PATIN,80100,ABBEVILLE
5620190,562019000032,4 PL DU PILORI,80100,ABBEVILLE
5620190,562019000040, RUE VENTOSE,80100,ABBEVILLE
5620190,562019000057, SAINTE CROIX,76470,LE TREPORT
5620190,562019000065, RTE DES DEUX VALLEES,80100,ABBEVILLE
5620265,562026500016, CHE DU HALAGE,80100,ABBEVILLE
5620281,562028100013, RUE DES MINIMES,80100,ABBEVILLE
5620307,562030700016,,80570,EMBREVILLE
5620315,562031500035,37 RUE DES MATHURINS,75008,PARIS 8
5620349,562034900018, RUE PADOS,80100,ABBEVILLE
5620364,562036400017,5 RUE EDOUARD VAILLANT,80210,FEUQUIERES-EN-VIMEU
5620380,562038000013,,80270,ALLERY
5620422,562042200013,13 RUE DU PONT DE BOULOGNE,80100,ABBEVILLE
5620422,562042200021,,80620,DOMQUEUR
5620422,562042200039, RTE DE NOYELLES,80132,GRAND-LAVIERS
5620422,562042200047, RUE DE LA LIBERATION,80270,AIRAINES
5620422,562042200054, ZAC DU GROS JACQUES,80880,ST-QUENTIN-LA-MOTTE-CROIX-BAILLY
5640057,564005700013,2 AV DE PARC,4160,CHATEAU-ARNOUX-SAINT-AUBAN
5640065,564006500016, QUAI DE LA BEAUME,4200,SISTERON
5640172,564017200010, AV DE VERDUN,4000,DIGNE-LES-BAINS
5640214,564021400010, RUE CAPITOUL,4000,DIGNE-LES-BAINS
5640255,564025500013, PL DU TIVOLI,4200,SISTERON
5640313,564031300010,,4370,COLMARS
5640354,564035400014,,4170,SAINT-ANDRE-LES-ALPES
5640388,564038800012, RUE DE PROVENCE,4200,SISTERON
5640404,564040400017,,4850,JAUSIERS
5640412,564041200010,,4500,RIEZ
5640420,564042000013, LA GARE DE SAINT AUBAN,4600,CHATEAU-ARNOUX-SAINT-AUBAN
5640446,564044600018,56 BD GASSENDI,4000,DIGNE-LES-BAINS
5640511,564051100019, RUE VICTORIN MAUREL,4160,CHATEAU-ARNOUX-SAINT-AUBAN
5640545,564054500017, R JULES FERRY,4210,VALENSOLE
5640586,564058600011,,4530,LARCHE
5640594,564059400015, FONT ROBERT,4160,CHATEAU-ARNOUX-SAINT-AUBAN
5640602,564060200024, LE VILLAGE,4530,SAINT-PAUL-SUR-UBAYE
5640602,564060200032, ESF DU SAUZE,4400,ENCHASTRAYES
5640669,564066900015,,4200,SISTERON
5640685,564068500011, FONT ROBERT,4160,CHATEAU-ARNOUX-SAINT-AUBAN
5640768,564076800015,,4160,CHATEAU-ARNOUX-SAINT-AUBAN
5640776,564077600018, ALL L MASSE,4700,ORAISON
5640784,564078400012, RUE GRANDE,4210,VALENSOLE
5640800,564080000016,,4340,LE LAUZET-UBAYE
5640883,564088300020,3 GRANDE RUE,4140,SEYNE
5640891,564089100015, RUE PRINCIPALE,4850,JAUSIERS
5640974,564097400019,,4340,UBAYE-SERRE-PONCON
5640990,564099000015, RTE NATIONALE,4800,GREOUX-LES-BAINS
5640990,564099000023,46 AV DES ALPES,4800,GREOUX-LES-BAINS
5641055,564105500016,,4120,CASTELLANE
5641063,564106300010,2 PL MARCEL SAUVAIRE,4120,CASTELLANE
5641097,564109700018,,4190,LES MEES
5641139,564113900018,13 RUE E DONNADIEU,4400,BARCELONNETTE
5641154,564115400025, LA CROISETTE,4400,BARCELONNETTE
5641188,564118800015,,4510,MALLEMOISSON
5641212,564121200013,41 BD GASSENDI,4000,DIGNE-LES-BAINS
5641220,564122000016, BD GASSENDI,4000,DIGNE-LES-BAINS
5641337,564133700018, RUE DROITE,4200,SISTERON
5641428,564142800015, RUE GRANDE,4800,GREOUX-LES-BAINS
5641618,564161800011,,4700,PUIMICHEL
5641634,564163400018,,4320,ENTREVAUX
5641717,564171700011,23 AV DU MARECHAL JUIN,4000,DIGNE-LES-BAINS
5641725,564172500014,23 AV DU MARECHAL JUIN,4000,DIGNE-LES-BAINS
5641741,564174100011, PL DU DOCTEUR ITARD,4700,ORAISON
5641766,564176600018,,4530,LA CONDAMINE-CHATELARD
5641808,564180800018, LD BONS ENFANTS,4200,PEIPIN
5641816,564181600011,,4340,MEOLANS-REVEL
5641824,564182400015,,4500,QUINSON
5641873,564187300012, BD REPUBLIQUE,4190,LES MEES
5650031,565003100015, QUA QUARTIER DE LA BEITE,4240,ANNOT
5650031,565003100023,493 AV DE LA GARE,4240,ANNOT
5650056,565005600012, QUARTIER CHAMPARLAU,4200,PEIPIN
5650056,565005600038, QUAI CHAMPARLAU,4200,PEIPIN
5650064,565006400016, RTE DE GAP,4200,SISTERON
5650072,565007200019, PL GENERAL DE GAULLE,4000,DIGNE-LES-BAINS
5650080,565008000012, QUAI DES ARCHES,4000,DIGNE-LES-BAINS
5650098,565009800014, ZI SAINT-PONS,4400,BARCELONNETTE
5650106,565010600015, RUE STE CLAIRE DEVILLE,4600,CHATEAU-ARNOUX-SAINT-AUBAN
5650122,565012200012, LD FOUX,4260,ALLOS
5650130,565013000015, LES ARCADES,4200,SISTERON
5650148,565014800017,13 BD VICTOR HUGO,4000,DIGNE-LES-BAINS
5650148,565014800025,2 RUE JEU DE PAUME,4000,DIGNE-LES-BAINS
5650148,565014800033,2 RUE DU DOCTEUR SIMON PIETRI,4000,DIGNE-LES-BAINS
5650189,565018900029,1 ALL DES CHENES,4200,SISTERON
5650189,565018900037,5 ALL DES GENETS,4200,SISTERON
5650189,565018900045, RTE DE BARCELONNETTE,5000,GAP
5650189,565018900052,3 ALL DES CHENES,4200,SISTERON
5650189,565018900060,11 ALL DES ROMARINS,4200,SISTERON
5670062,567006200032,31 AV DU GENERAL DE GAULLE,44380,PORNICHET
5670104,567010400016, PL DE LA MAIRIE,44290,GUEMENE-PENFAO
5670112,567011200019,89 RUE DE CERTE,44570,TRIGNAC
5670120,567012000012, PL DU MARECHAL LECLERC,44380,PORNICHET
5670161,567016100016,62 RUE JEAN JAURES,44600,SAINT-NAZAIRE
5670252,567025200013, AV RENE COTY,44600,SAINT-NAZAIRE
5670278,567027800018, RUE DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE
5670310,567031000019,57 CHE DE BERT,44600,SAINT-NAZAIRE
5670468,567046800015,46 AV ALBERT DE MUN,44600,SAINT-NAZAIRE
5670542,567054200017,16 RUE DOLMEN,44780,MISSILLAC
5670617,567061700017, RUE BAPTISTE MARCET,44570,TRIGNAC
5670773,567077300018,6 QUAI SURCOUF,44130,BLAIN
5670872,567087200018, RUE DE L ILE DU LIN,44600,SAINT-NAZAIRE
5670898,567089800013,15 RUE HENRI BRISSON,44600,SAINT-NAZAIRE
5670922,567092200011, BOURG,44360,VIGNEUX-DE-BRETAGNE
5670948,567094800016, RUE FERDINAND BUISSON,44600,SAINT-NAZAIRE
5671037,567103700017,23 AV DU VICE AMIRAL HALGAN,44480,DONGES
5671052,567105200024,203 AV MAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC
5671102,567110200019,43 RUE DE PENLYS,44410,LA CHAPELLE-DES-MARAIS
5671136,567113600025,27 RUE DE ST ETIENNE DE MONTLUC,44260,SAVENAY
5671284,567128400015, RUE ARISTIDE BRIAND,44600,SAINT-NAZAIRE
5671292,567129200018, RUE SAINT MICHEL,44350,GUERANDE
5671334,567133400018,28 RUE DE LA PAIX,44360,SAINT-ETIENNE-DE-MONTLUC
5671375,567137500011,89 AV FRANCOIS MITTERRAND,44600,SAINT-NAZAIRE
5671375,567137500029, CITE D HERBINS,44600,SAINT-NAZAIRE
5671375,567137500037,37 AV VILLES CHEVISSENS,44380,PORNICHET
5671383,567138300015,89 AV FRANCOIS MITTERRAND,44600,SAINT-NAZAIRE
5671383,567138300023, CITE D HERBINS,44600,SAINT-NAZAIRE
5671383,567138300031,2 RUE RENE CASSIN,44600,SAINT-NAZAIRE
5671425,567142500022,2 RUE AUGUSTE PICCARD,44600,SAINT-NAZAIRE
5671466,567146600018,56 AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5671516,567151600010, PL DE LA MAIRIE,44290,GUEMENE-PENFAO
5671532,567153200017,148 AV DE MAZY,44380,PORNICHET
5671565,567156500017,1 PL DE L EGLISE,44290,GUEMENE-PENFAO
5671581,567158100014, RUE ALBERT THOMAS,44600,SAINT-NAZAIRE
5671722,567172200014, RTE DE SAINT NAZAIRE,44160,BESNE
5671763,567176300018, LD LA JAUNAIS,44170,MARSAC-SUR-DON
5671839,567183900024,40 BD WINSTON CHURCHILL,44100,NANTES
5671847,567184700019, RUE JEAN MACE,44600,SAINT-NAZAIRE
5671870,567187000011,17 FG ST MICHEL,44350,GUERANDE
5671904,567190400026, RTE DE MISSILLAC,44530,SAINT-GILDAS-DES-BOIS
5671953,567195300015, LD N D DE GRACE,44530,GUENROUET
5672068,567206800011,2 RUE JULES VERNE,44600,SAINT-NAZAIRE
5672175,567217500014,2 RUE DE SAINT CYR,44410,HERBIGNAC
5672324,567232400018,36 AV DE LA PAIX,44480,DONGES
5672340,567234000014, LD LE DRESNY,44630,PLESSE
5672472,567247200015, RUE JEAN JAURES,44550,MONTOIR-DE-BRETAGNE
5672605,567260500010, RUE RENE LAENNEC,44480,DONGES
5672613,567261300014, LD LE BOURG,44290,PIERRIC
5672621,567262100017, CHAMP CROULARD,44360,SAINT-ETIENNE-DE-MONTLUC
5672696,567269600019, BOURG,44360,CORDEMAIS
5672779,567277900013, PL DE L EGLISE,44130,FAY-DE-BRETAGNE
5672886,567288600024,18 AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5672910,567291000014, AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5673033,567303300022,104 CHE DE PORCE,44600,SAINT-NAZAIRE
5673157,567315700011, Q SAINT PIERRE,44420,LA TURBALLE
5673165,567316500014, QUAI SAINT PIERRE,44420,LA TURBALLE
5673173,567317300018,44 RUE JEAN JAURES,44600,SAINT-NAZAIRE
5673207,567320700014, LD LE GRAND MOMESSON,44130,BOUVRON
5673231,567323100014, Q SAINT PIERRE,44420,LA TURBALLE
5673280,567328000011,5 RUE DE NANTES,44360,LE TEMPLE-DE-BRETAGNE
5673314,567331400018, RUE DU MAINE,44600,SAINT-NAZAIRE
5673322,567332200011, Q SAINT PIERRE,44420,LA TURBALLE
5673348,567334800016,66 AV DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
5673405,567340500014, PL DE L EGLISE,44630,PLESSE
5673439,567343900013, BD VICTOR HUGO,44600,SAINT-NAZAIRE
5673611,567361100025,1 RUE DU REQUIERT,44490,LE CROISIC
5673678,567367800016,,44460,SAINT-NICOLAS-DE-REDON
5673710,567371000017,230 AV MAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC
5673751,567375100011, PL DES QUATRE Z HORLOGES,44600,SAINT-NAZAIRE
5673801,567380100014, RUE DE PORNICHET,44600,SAINT-NAZAIRE
5673884,567388400010, AV HENRI BERTHO RN771,44500,LA BAULE-ESCOUBLAC
5673892,567389200013,19 PL DINAN,44490,LE CROISIC
5673926,567392600027,29 AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5673983,567398300010,7 RUE DU GENERAL LECLERC,44510,LE POULIGUEN
5673991,567399100013, RUE DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE
5674031,567403100025, LD KERCABELLEC,44420,MESQUER
5674064,567406400018,41 LD LA TOUCHE BASSE,44260,LA CHAPELLE-LAUNAY
5674080,567408000014, RUE DE TRIGNAC,44600,SAINT-NAZAIRE
5674130,567413000017, LD LE DRESNY,44630,PLESSE
5674163,567416300018, LD LE DRESNY,44630,PLESSE
5674254,567425400015, RUE DE LA GARE,44530,SAINT-GILDAS-DES-BOIS
5674270,567427000045,7 RUE DE BORDEAUX,44130,BOUVRON
5674320,567432000014, BD EMILE ZOLA,44600,SAINT-NAZAIRE
5674338,567433800016,54 RUE JEAN MACE,44600,SAINT-NAZAIRE
5674346,567434600019, LD SAINT ARMEL,44460,FEGREAC
5674411,567441100011,57 BD VICTOR HUGO,44600,SAINT-NAZAIRE
5674478,567447800010,6 RUE DU BOIS,44510,LE POULIGUEN
5674502,567450200017,35 RUE JEAN 23,44740,BATZ-SUR-MER
5674569,567456900016, RUE DU GOLF,44740,BATZ-SUR-MER
5674593,567459300016,16 RUE GRANDE RUE,44740,BATZ-SUR-MER
5674726,567472600012,53 AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5674817,567481700019, AV MONCHICOURT,44500,LA BAULE-ESCOUBLAC
5674825,567482500012,65 AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5674841,567484100019,16 RUE DES CHANTIERS,44600,SAINT-NAZAIRE
5674924,567492400021,9 RUE DE L ISAU,44600,SAINT-NAZAIRE
5674965,567496500016, LD SACRE COEUR,44410,LA CHAPELLE-DES-MARAIS
5675053,567505300010, RUE DE CARDURAND,44600,SAINT-NAZAIRE
5675095,567509500011,117 AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5675111,567511100024,43 AV DU MAL FRANCHET D ESPEREY,44500,LA BAULE-ESCOUBLAC
5675210,567521000016, PL DE L EGLISE,44750,CAMPBON
5675228,567522800018, PL DE L EGLISE,44750,CAMPBON
5675343,567534300015,,44410,SAINT-LYPHARD
5675350,567535000010, LD LE RODOIR ARGENTAN,44410,HERBIGNAC
5675384,567538400019, AV DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
5675400,567540000013,25 AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5675459,567545900019,7 RUE NANTAISE,44160,PONTCHATEAU
5675483,567548300019, AV PIERRE LOTI,44500,LA BAULE-ESCOUBLAC
5675624,567562400018, RUE JEAN JAURES,44600,SAINT-NAZAIRE
5675715,567571500014, RTE DE PLESSE,44460,AVESSAC
5675822,567582200018, PL DE LA GARE,44480,DONGES
5675855,567585500018,5 RUE STE CATHERINE,44160,PONTCHATEAU
5675863,567586300012,5 RUE STE CATHERINE,44160,PONTCHATEAU
5675871,567587100015,5 RUE STE CATHERINE,44160,PONTCHATEAU
5675897,567589700010,5 RUE STE CATHERINE,44160,PONTCHATEAU
5675921,567592100026,6 RUE FRANCOIS D ORVAULT,44360,SAINT-ETIENNE-DE-MONTLUC
5675947,567594700013, RUE DE TRIGNAC,44600,SAINT-NAZAIRE
5675996,567599600010,94 AV DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE
5676002,567600200016, LD TABAGO,44460,SAINT-NICOLAS-DE-REDON
5676010,567601000019, AV DE L HALLALI,44500,LA BAULE-ESCOUBLAC
5676093,567609300015,89 RUE JEAN JAURES,44600,SAINT-NAZAIRE
5676101,567610100016, BD DE VILLENEUVE,44160,PONTCHATEAU
5676119,567611900018, AV DES IBIS,44500,LA BAULE-ESCOUBLAC
5676168,567616800015,59 RUE DE FEDRUN,44720,SAINT-JOACHIM
5676234,567623400015, AV HENRI BERTHO RN771,44500,LA BAULE-ESCOUBLAC
5676259,567625900012, LE GRAVIER,44130,BLAIN
5676333,567633300031, BERRIEN,44600,SAINT-NAZAIRE
5676358,567635800012, BOURG,44460,AVESSAC
5676432,567643200015,31 PONT BRIEN,44600,SAINT-NAZAIRE
5676473,567647300019,47 B AV DU GENERAL DE GAULLE,44380,PORNICHET
5680061,568006100016, RUE HENRI GAUTIER,44600,SAINT-NAZAIRE
5680087,568008700011, AV DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
5680111,568011100019, AV DES ORMES,44500,LA BAULE-ESCOUBLAC
5680145,568014500017,73 RUE HENRI GAUTIER,44550,MONTOIR-DE-BRETAGNE
5680152,568015200013, RUE DU CDT GUSTAVE GATE,44600,SAINT-NAZAIRE
5680236,568023600014,10 AV DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
5680244,568024400018,2 AV PIERRE LOTI,44500,LA BAULE-ESCOUBLAC
5680335,568033500014,33 RUE JEAN JAURES,44550,MONTOIR-DE-BRETAGNE
5680376,568037600026, RUE DE LA LANDE,44350,GUERANDE
5680376,568037600034, AV LION,83210,SOLLIES-PONT
