siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
005710744,00011,00571074400011,O,,NN,,,,true,1,,,,HAM,MONCHAUX,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,1995-10-30,F,,,,,70.2C,NAF1993,N
005710793,00018,00571079300018,O,,NN,,,,true,1,,,,,GRANDE RUE,80140,RAMBURES,,,80663,,,,,,,,,,,,,,,,,,,1987-10-31,F,,,,,22.02,NAP,N
005710843,00011,00571084300011,O,,NN,,,,true,1,,2,,RUE,JULES FERRY,80570,DARGNIES,,,80235,,,,,,,,,,,,,,,,,,,1987-02-17,F,,,,,81.21,NAP,N
005710967,00018,00571096700018,O,,NN,,,,true,1,,,,,,80690,GORENFLOS,,,80380,,,,,,,,,,,,,,,,,,,1984-09-24,F,,,,,45.23,NAP,N
005711106,00012,00571110600012,O,,,,,2019-11-14T14:01:01,true,1,,,,,,80970,SAILLY-FLIBEAUCOURT,,,80692,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N
005711155,00019,00571115500019,O,,,,,,true,1,,,,,,80770,BEAUCHAMPS,,,80063,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.11,NAP,N
005711197,00011,00571119700011,O,,NN,,,,true,1,,31,,AV,ARISTIDE BRIAND,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1989-11-15,F,,,,,67.04,NAP,N
005711221,00019,00571122100019,O,,,,,,true,1,,4,,RUE,DE LA PORTE DU PONT,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
005711379,00015,00571137900015,O,,NN,,,,true,1,,11,,RUE,PAUL BOS,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1995-06-30,F,,,,,52.6D,NAF1993,N
005711445,00014,00571144500014,O,,NN,,,,true,1,,8,,RUE,MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,64.49,NAP,N
005711551,00019,00571155100019,O,1957-01-01,,,,2012-06-29T03:45:15,true,4,,93,,PL,DE L'EGLISE,80210,CHEPY,,,80190,,,,,,,,,,,,,,,,,,,2010-12-31,F,,,,,68.20B,NAFRev2,N
005711585,00017,00571158500017,O,,NN,,,,true,1,,,,PL,MAX LEJEUNE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1988-03-31,F,,,,,64.11,NAP,N
005711684,00018,00571168400018,O,,,,,,true,1,,,,RUE,TILLOY,80220,MAISNIERES,,,80500,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
005711726,00017,00571172600017,O,,,,,,true,1,,,,,,80132,CAHON,,,80161,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.05,NAP,N
005711742,00014,00571174200014,O,,,,,,true,1,,,,CHS,MARCADE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.01,NAP,N
005711759,00018,00571175900018,O,,NN,,,,true,1,,134,,RUE,DE MENCHECOURT,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,65.06,NAP,N
005711767,00011,00571176700011,O,,NN,,,2019-11-14T14:01:00,true,1,,,,AV,DE LA PLAGE,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,1989-10-07,F,,,,,64.49,NAP,N
005711833,00011,00571183300011,O,,,,,2019-11-14T14:01:01,true,1,,,,,,80270,WIRY-AU-MONT,,,80825,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,22.02,NAP,N
005711874,00015,00571187400015,O,,NN,,,,true,1,,54,,RUE,DE L ISLE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1989-05-31,F,,,,,81.21,NAP,N
005711882,00018,00571188200018,O,,NN,,,,true,1,,9,,RUE,BOUCHER DE PERTHES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
005712062,00016,00571206200016,O,,NN,,,2019-11-14T14:01:00,true,1,,8,,RUE,DES FUSILLES,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,,F,,,,,55.72,NAP,N
005712211,00019,00571221100019,O,,,,,2019-11-14T14:01:00,true,1,,,,,,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N
005712252,00013,00571225200013,O,,NN,,,,true,1,,16,,RTE,NATIONALE,80132,LE TITRE,,,80763,,,,,,,,,,,,,,,,,,,1989-09-30,F,,,,,67.05,NAP,N
005712260,00016,00571226000016,O,,NN,,,,true,1,,29,,RUE,SAINT DENIS,80490,HALLENCOURT,,,80406,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,67.07,NAP,N
005712633,00014,00571263300014,O,,NN,,,,true,1,,,,,,80140,LE TRANSLAY,,,80767,,,,,,,,,,,,,,,,,,,1995-05-01,F,,,,,55.4A,NAF1993,N
005712658,00029,00571265800029,O,,NN,,,,true,1,,61,,RUE,DE LA REPUBLIQUE,80490,HALLENCOURT,,,80406,,,,,,,,,,,,,,,,,,,,F,,,,,87.03,NAP,N
005712732,00014,00571273200014,O,,NN,,,,true,1,,,,RUE,GRANDE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,F,,,,,64.24,NAP,N
005712880,00011,00571288000011,O,,,,,2019-11-14T14:01:00,true,1,,,,HAM,DE WADICOURT,80150,DOMPIERRE-SUR-AUTHIE,,,80248,,,,,,,,,,,,,,,,,,,1997-04-14,F,,,,,01.4A,NAF1993,N
005712898,00013,00571289800013,O,,,,,2019-11-14T14:01:01,true,1,,,,RUE,DU MARECHAL FOCH,80860,NOYELLES-SUR-MER,,,80600,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005713052,00024,00571305200024,O,,,,,,true,1,,,,RUE,PAUL BIGNON,76260,EU,,,76255,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,63.05,NAP,N
005713060,00019,00571306000019,O,,NN,,,2019-11-14T14:01:00,true,1,,,,,,80220,BUIGNY-LES-GAMACHES,,,80148,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005713078,00011,00571307800011,O,,NN,,,2019-11-14T14:01:00,true,1,,,,,,80220,BUIGNY-LES-GAMACHES,,,80148,,,,,,,,,,,,,,,,,,,,F,,,,,22.02,NAP,N
005713128,00014,00571312800014,O,,,,,,true,1,,61,,RUE,DE LA PORTE DU PONT,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N
005713185,00014,00571318500014,O,,,,,,true,1,,,,,,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.04,NAP,N
005713235,00017,00571323500017,O,,NN,,,2019-11-14T14:01:01,true,1,,,,,,80120,VILLERS-SUR-AUTHIE,,,80806,,,,,,,,,,,,,,,,,,,,F,,,,,64.46,NAP,N
005713276,00011,00571327600011,O,,,,,2019-11-14T14:01:00,true,1,,,,,,80150,DOMPIERRE-SUR-AUTHIE,,,80248,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,01.80,NAP,N
005713466,00018,00571346600018,O,,NN,,,,true,1,,13,,CHS,DU BOIS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1996-07-17,F,,,,,52.4R,NAF1993,O
005713508,00017,00571350800017,O,1957-01-01,,,,,true,2,RATTACHEMENT MAIRIE,,,PL,MAX LEJEUNE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,52.6E,NAF1993,N
005713532,00017,00571353200017,O,,NN,,,2019-11-14T14:01:01,true,1,,,,RUE,PRINCIPALE,80150,LAMOTTE-BULEUX,,,80462,,,,,,,,,,,,,,,,,,,1987-03-31,F,,,,,67.05,NAP,N
005713557,00014,00571355700014,O,,,,,,true,1,,30,,RUE,MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1991-06-30,F,,,,,64.45,NAP,N
005713573,00011,00571357300011,O,,,,,,true,1,,,,RUE,DE LA GARE,80270,ALLERY,,,80019,,,,,,,,,,,,,,,,,,,1988-06-30,F,,,,,62.11,NAP,N
005713722,00014,00571372200014,O,,,,,,true,1,,,,PL,MAX LEJEUNE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005713797,00016,00571379700016,O,,NN,,,2006-11-25T09:04:29,true,1,,,,,,80132,CAOURS,,,80171,,,,,,,,,,,,,,,,,,,1992-06-30,F,,,,,15.7A,NAF1993,N
005713854,00015,00571385400015,O,,,,,,true,1,,,,RUE,DES SAINTES MARIES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
005713904,00018,00571390400018,O,,NN,,,,true,1,,,,RUE,DE MALADRERIE,80150,YVRENCH,,,80832,,,,,,,,,,,,,,,,,,,,F,,,,,67.07,NAP,N
005714050,00019,00571405000019,O,,NN,,,2019-11-14T14:01:00,true,1,,,,,,80150,ESTREES-LES-CRECY,,,80290,,,,,,,,,,,,,,,,,,,1988-06-08,F,,,,,67.05,NAP,N
005714142,00014,00571414200014,O,,,,,,true,1,,,,RUE,D HULEUX,80132,BUIGNY L'ABBE,,,80147,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.44,NAP,N
005714167,00011,00571416700011,O,,NN,,,,true,1,,,,,,80580,LIERCOURT,,,80476,,,,,,,,,,,,,,,,,,,,F,,,,,57.05,NAP,N
005714191,00011,00571419100011,O,,NN,,,2019-11-14T14:01:00,true,1,,,,AV,DE LA PLAGE,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,,F,,,,,63.05,NAP,N
005714209,00011,00571420900011,O,,NN,,,2019-11-14T14:01:00,true,1,,706,,RUE,DE QUEND,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N
005714217,00014,00571421700014,O,,,,,,true,1,,,,HAM,MONCHAUX,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.72,NAP,N
005714233,00011,00571423300011,O,,,,,,true,1,,,,,PETIT CHEMIN,80120,ARGOULES,,,80025,,,,,,,,,,,,,,,,,,,1990-02-16,F,,,,,64.42,NAP,N
005714241,00022,00571424100022,O,,,,,2019-11-14T14:01:01,true,1,,2,,,RESIDENCE DES ETANGS,80132,MAREUIL-CAUBERT,,,80512,,,,,,,,,,,,,,,,,,,1997-06-30,F,,,,,60.2E,NAF1993,N
005714290,00011,00571429000011,O,,NN,,,2019-11-14T14:01:00,true,1,,,,RUE,DE LA MAIRIE,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,,F,,,,,64.42,NAP,N
005714423,00018,00571442300018,O,,NN,,,,true,1,,,,,,80150,GUESCHART,,,80396,,,,,,,,,,,,,,,,,,,1987-04-30,F,,,,,62.11,NAP,N
005720057,00016,00572005700016,O,,,,,,true,1,,,,BD,DE LA REPUBLIQUE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.21,NAP,N
005720065,00019,00572006500019,O,,,,,,true,1,,15,,RUE,SAINT VULFRAN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1990-05-31,F,,,,,64.12,NAP,N
005720073,00013,00572007300013,O,,,,,2019-11-14T14:01:00,true,1,,,,,,80370,DOMLEGER-LONGVILLERS,,,80245,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,57.01,NAP,N
005720099,00018,00572009900018,O,1900-01-01,NN,,,2011-04-23T04:00:23,true,5,,3,,AV,DE LA CHAPELLE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2009-10-30,F,,,,,08.11Z,NAFRev2,O
005720164,00028,00572016400028,O,1983-09-28,22,2021,,2023-11-30T10:16:27,true,4,,236,,RTE,D AMIENS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,86.10Z,NAFRev2,O
005720180,00016,00572018000016,O,1900-01-01,NN,,,,true,4,,54,,RUE,DE L ISLE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,55.60,NAP,N
005720206,00019,00572020600019,O,1900-01-01,NN,,,2019-11-14T14:01:00,true,4,HAMEAU HOCQUELUS,340,,CHS,DES CHASSE MAREES,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,2003-07-11,F,,,,,20.5A,NAFRev1,O
005720222,00016,00572022200016,O,1957-01-01,NN,,,2013-09-10T19:25:11,true,7,ZONE INDUTRIELLE,,,RTE,DE DOULLENS,80100,ABBEVILLE,,BP 22,80001,,,,,,,,,,,,,,,,,,,2013-08-31,F,,,,,16.23Z,NAFRev2,N
005720222,00024,00572022200024,O,1993-07-01,NN,,,,false,1,,13,,BD,DES PRES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1993-07-01,F,,,,,,,
005720230,00019,00572023000019,O,,,,,,true,1,,,,,,80270,ALLERY,,,80019,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N
005720255,00016,00572025500016,O,,NN,,,,true,1,,,,RUE,DE LA PLAGE,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1989-06-23,F,,,,,67.06,NAP,N
005720271,00013,00572027100013,O,,,,,2019-11-14T14:01:00,true,1,,,,AV,DE LA PLAGE,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.12,NAP,N
005720313,00013,00572031300013,O,1957-01-01,,,,2019-11-14T14:01:01,false,5,CHALET DES DUNES,,,,,80120,SAINT-QUENTIN-EN-TOURMONT,,,80713,,,,,,,,,,,,,,,,,,,2010-01-08,F,,,,,68.32A,NAFRev2,O
005720313,00021,00572031300021,O,2010-01-08,NN,,,2019-11-14T14:01:01,false,2,,9,,RUE,DU BOUT D'AMONT,80120,SAINT-QUENTIN-EN-TOURMONT,,,80713,,,,,,,,,,,,,,,,,,,2016-06-18,F,,,,,68.32A,NAFRev2,O
005720313,00039,00572031300039,O,2016-06-18,01,2021,,2023-11-30T10:16:27,true,2,,6,,RUE,DU BOUT D'AMONT,80120,SAINT-QUENTIN-EN-TOURMONT,,,80713,,,,,,,,,,,,,,,,,,,2023-11-15,A,,,,,02.10Z,NAFRev2,N
005720354,00017,00572035400017,O,,NN,,,2019-11-14T14:01:00,true,1,,,,RUE,ARISTIDE BRIAND,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,1988-11-03,F,,,,,21.11,NAP,N
005720362,00010,00572036200010,O,1957-01-01,NN,,,2019-06-28T16:26:27,false,8,,22,,CHE,DE CRAVAILLEUX,30126,TAVEL,,,30326,,,,,,,,,,,,,,,,,,,2018-12-30,F,,,,,47.61Z,NAFRev2,N
005720362,00044,00572036200044,O,1972-11-23,NN,,,,false,4,,8,,PL,CLEMENCEAU,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2002-05-27,F,,,,,63.1E,NAF1993,N
005720362,00051,00572036200051,O,2018-12-30,,,,2023-12-09T03:42:46,true,2,,22,,CHE,DE CRAVAILLEUX,30126,TAVEL,,,30326,,,,,,,,,,,,,,,,,,,2023-11-30,F,,,,,68.20B,NAFRev2,N
005720388,00015,00572038800015,O,,,,,,true,1,,,,CHS,DE ROUVROY,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,65.03,NAP,N
005720412,00021,00572041200021,O,,NN,,,,true,1,,84,,RUE,DU CAPITAINE GUY DATH,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1987-05-20,F,,,,,00.98,NAP,N
005720537,00017,00572053700017,O,1957-01-01,NN,,,,false,3,,56,,BD,DE LA PORTELETTE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2001-01-23,F,,,,,,,O
005720537,00025,00572053700025,O,2001-01-23,NN,,,2011-04-23T04:00:24,true,5,,,,RUE,VENTOSE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2009-08-10,F,,,,,25.99A,NAFRev2,O
005720552,00016,00572055200016,O,1957-01-01,NN,,,,false,4,,,,CHE,DE NESLETTE,80220,BOUTTENCOURT,,,80126,,,,,,,,,,,,,,,,,,,1998-10-12,F,,,,,29.5N,NAF1993,O
005720552,00024,00572055200024,O,1900-01-01,,,,2019-11-14T14:00:57,false,4,,,,,,76340,BLANGY-SUR-BRESLE,,,76101,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,29.5N,NAF1993,N
005720552,00032,00572055200032,O,1998-10-12,12,2021,,2023-11-30T10:16:27,true,5,ZONE INDUSTRIELLE,,,,VALLEE MAZIN,80220,BOUTTENCOURT,,,80126,,,,,,,,,,,,,,,,,,,2008-12-31,A,,,,,25.73A,NAFRev2,O
005720586,00014,00572058600014,O,,,,,,true,1,,10,,AV,VASSEUR,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,1987-08-01,F,,,,,81.11,NAP,N
005720594,00026,00572059400026,O,1900-01-01,NN,,,2014-06-13T23:02:08,false,6,78 & 92 BD VAUBAN,78,,BD,VAUBAN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2012-12-01,F,,,,,49.41A,NAFRev2,O
005720594,00034,00572059400034,O,2012-12-01,00,2020,,2022-08-29T09:00:21,true,2,,92,,BD,VAUBAN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2020-03-31,F,,,,,49.41A,NAFRev2,O
005720602,00019,00572060200019,O,1957-01-01,NN,,,,false,4,,44,,RTE,DE DRUCAT,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1998-03-06,F,,,,,70.2C,NAF1993,N
005720602,00027,00572060200027,O,1998-03-06,,,,,false,3,,3,,RUE,PAUL CEZANNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1999-03-22,F,,,,,70.2C,NAF1993,N
005720602,00035,00572060200035,O,1999-03-22,NN,,,2019-11-14T14:01:05,false,3,TOUR VENDOME,204,,RPT,DU PONT DE SEVRES,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,2007-03-19,F,,,,,70.2C,NAFRev1,N
005720602,00043,00572060200043,O,2007-03-19,,,,2020-06-12T03:41:51,true,2,14 A 16,14,,RUE,MARC BLOCH,92110,CLICHY,,,92024,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
005720610,00012,00572061000012,O,1957-01-01,01,2021,,2023-11-30T10:16:27,true,4,,44,,PL,DE LA LIBERATION,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,41.10A,NAFRev2,O
005720636,00025,00572063600025,O,,NN,,,,true,1,,500,,RUE,DE PARIS,80000,AMIENS,,,80021,,,,,,,,,,,,,,,,,,,1990-01-18,F,,,,,74.1J,NAF1993,N
005720644,00011,00572064400011,O,1957-01-01,01,2021,,2023-11-30T10:16:27,true,4,,4,,PL,DU GAL LECLERC,80120,RUE,,,80688,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.52A,NAFRev2,O
005720651,00032,00572065100032,O,1985-06-28,,,,2014-01-13T14:39:43,false,4,,,,RUE,DU PDT ROBERT SCHUMAN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2014-01-01,F,,,,,46.74A,NAFRev2,N
005720651,00040,00572065100040,O,2014-01-01,,,,2023-07-26T03:48:14,true,2,,10,,RUE,GENERAL PLESSIER,69002,LYON 2EME,,,69382,,,,,,,,,,,,,,,,,,,2014-11-18,A,,,,,68.20B,NAFRev2,N
005720685,00014,00572068500014,O,1957-01-01,00,2021,1091ZZ,2023-11-30T10:16:27,true,5,,26,,RUE,DES PRES,80132,CAOURS,,,80171,,,,,,,,,,,,,,,,,,,2022-02-28,A,,,,,10.91Z,NAFRev2,N
005720701,00019,00572070100019,O,,NN,,,,true,1,,294,,RTE,DE ROUEN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005720727,00014,00572072700014,O,,,,,,true,1,,,,,,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,48.01,NAP,N
005720750,00016,00572075000016,O,1957-01-01,NN,,,2008-01-04T17:54:14,true,5,,84,,CHS,MARCADE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20A,NAFRev2,N
005720784,00015,00572078400015,O,1900-01-01,NN,,,2023-07-02T20:25:04,true,4,,24,,RUE,JULES GUESDE,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,25.99A,NAFRev2,O
005720784,00031,00572078400031,O,1993-04-01,22,2021,,2023-11-30T10:16:27,false,4,,,,,ZONE INDUSTRIELLE,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,25.72Z,NAFRev2,O
005720784,00049,00572078400049,O,1997-06-25,NN,,,2019-11-14T14:01:00,false,4,,,,RUE,DU CHEVALIER DE LA BARRE,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.74A,NAFRev2,N
005720784,00056,00572078400056,O,2000-09-01,NN,,,2011-04-23T04:00:24,false,4,,79,B,AV,DU GENERAL LECLERC,93500,PANTIN,,,93055,,,,,,,,,,,,,,,,,,,2009-03-06,F,,,,,46.74A,NAFRev2,O
005720784,00064,00572078400064,O,2000-10-23,NN,,,,false,4,,97,,RUE,DU CHATEAU D EAU,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2002-12-25,F,,,,,28.6F,NAF1993,N
005720784,00072,00572078400072,O,2005-11-01,NN,,,2013-05-18T02:02:21,false,4,ZI LES ESTROUBLANS,15,,AV,DE LONDRES,13127,VITROLLES,,,13117,,,,,,,,,,,,,,,,,,,2011-03-31,F,,,,,46.19B,NAFRev2,O
005720784,00080,00572078400080,O,2008-02-01,00,2020,,2022-08-29T09:00:21,false,3,,2,,RUE,DE LA CAVEE DE VAUCHELLES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2021-07-31,A,,,,,16.21Z,NAFRev2,N
005720784,00098,00572078400098,O,2008-11-28,,,,2009-01-28T20:02:22,false,1,,7,B,RUE,DES SARCELLES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2008-11-28,F,,,,,25.99A,NAFRev2,O
005720784,00106,00572078400106,O,2008-12-28,11,2021,,2023-11-30T10:16:27,false,1,,52,,RUE,HENRI BARBUSSE,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,2008-12-28,A,,,,,25.99A,NAFRev2,O
005720784,00114,00572078400114,O,2008-11-28,NN,,,2015-05-14T03:02:04,false,2,,15,,RUE,SIBUET,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2014-03-31,F,,,,,25.72Z,NAFRev2,O
005720784,00122,00572078400122,O,2009-02-16,NN,,,2019-11-14T14:01:00,false,2,,25,,,GRANDE RUE,80130,BETHENCOURT-SUR-MER,,,80096,,,,,,,,,,,,,,,,,,,2012-06-30,F,,,,,25.61Z,NAFRev2,O
005720784,00130,00572078400130,O,2009-03-01,NN,,,2019-11-14T14:01:05,false,2,ZAC DES PETITS PONTS,73,,RUE,HENRI FARMAN,93290,TREMBLAY-EN-FRANCE,,,93073,,,,,,,,,,,,,,,,,,,2011-01-01,F,,,,,25.99A,NAFRev2,O
005720784,00148,00572078400148,O,2011-01-01,00,2021,,2023-11-30T10:16:27,false,1,ZA CHARLES DE GAULLE,1,,IMP,NICEPHORE NIEPCE,93290,TREMBLAY-EN-FRANCE,,,93073,,,,,,,,,,,,,,,,,,,2011-01-01,A,,,,,25.99A,NAFRev2,O
005720784,00155,00572078400155,O,2012-10-01,12,2021,,2023-11-30T10:16:27,false,2,ZONE INDUSTRIELLE,7,,RUE,DES SARCELLES,80100,ABBEVILLE,,BP 10507,80001,,,,,,,,,,,,,,,,,,,2013-02-03,A,,,,,25.99A,NAFRev2,O
005720784,00163,00572078400163,O,2021-12-23,12,2021,,2023-11-30T10:16:27,false,1,,13,,RUE,DES INDUSTRIES,77460,SOUPPES-SUR-LOING,,,77458,,,,,,,,,,,,,,,,,,,2021-12-23,A,,,,ETABLISSEMENTS DECAYEUX,25.99A,NAFRev2,O
005720826,00014,00572082600014,O,,,,,,true,1,,,,RUE,SAINT GILLES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,88.02,NAP,N
005720834,00018,00572083400018,O,,,,,,true,1,,,,RUE,DE LA TANNERIE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,88.02,NAP,N
005740022,00016,00574002200016,O,,NN,,,,true,1,,2,,RUE,JEU DE PAUME,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,1990-02-22,F,,,,,84.03,NAP,N
005740063,00010,00574006300010,O,1957-01-01,NN,,,2006-11-25T09:04:30,true,3,,246,,AV,PAUL ARENE,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,2004-04-26,F,,,,,55.4B,NAFRev1,N
005740071,00013,00574007100013,O,,NN,,,,true,1,,,,QUAI,DU PLAN,04320,ENTREVAUX,,,04076,,,,,,,,,,,,,,,,,,,1992-07-17,F,,,,,70.2C,NAF1993,N
005740253,00017,00574025300017,O,,,,,2019-11-14T14:00:14,true,1,,,,,,04400,UVERNET-FOURS,,,04226,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005740311,00021,00574031100021,O,,NN,,,,true,1,,19,,BD,DES TILLEULS,04190,LES MEES,,,04116,,,,,,,,,,,,,,,,,,,,F,,,,,55.70,NAP,N
005740345,00011,00574034500011,O,,NN,,,,true,1,,,,,,04240,BRAUX,,,04032,,,,,,,,,,,,,,,,,,,,F,,,,,67.01,NAP,N
005740444,00012,00574044400012,O,,,,,,true,1,,12,,RUE,GRENETTE,04400,BARCELONNETTE,,,04019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
