,siren,siret,adresse,postcode,city,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
176,5473442,547344200019,RTE+DE LA COTE D AMOUR,44600,SAINT-NAZAIRE,47.262074,-2.23999,19 Route de la Côte d'Amour 44600 Saint-Nazaire,0.6362094598155467,,housenumber,44184_1325_00019,19,19 Route de la Côte d'Amour,Route de la Côte d'Amour,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
177,5473822,547382200038,IMP+STE ELISABETH,44260,SAVENAY,47.359776,-1.944371,Impasse  Sainte-Elisabeth 44260 Savenay,0.44314,,street,44195_1332,,Impasse  Sainte-Elisabeth,Impasse  Sainte-Elisabeth,44260,Savenay,"44, Loire-Atlantique, Pays de la Loire",44195,,,,ok
178,5473921,547392100012,88.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,47.279657,-2.212143,Avenue de la République 44600 Saint-Nazaire,0.5285675591531757,,street,44184_5330,,Avenue de la République,Avenue de la République,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
179,5473939,547393900014,RUE+DU TRAICT,44490,LE CROISIC,47.292105,-2.509353,14 Rue du Traict 44490 Le Croisic,0.5890514478114477,0.37506703812316716,housenumber,44049_vosx1m_00014,14,14 Rue du Traict,Rue du Traict,44490,Le Croisic,"44, Loire-Atlantique, Pays de la Loire",44049,,,,ok
180,5473988,547398800011,Q ST PIERRE,44420,LA TURBALLE,47.347615,-2.511252,Quai Saint-Pierre 44420 La Turballe,0.43395773472429205,0.3277639160839161,street,44211_1060,,Quai Saint-Pierre,Quai Saint-Pierre,44420,La Turballe,"44, Loire-Atlantique, Pays de la Loire",44211,,,,ok
181,5474200,547420000010,AV+DE LA MONNERAYE,44410,HERBIGNAC,47.449207,-2.315479,10 Avenue de la Monneraye 44410 Herbignac,0.5577914141414142,,housenumber,44072_xsxqxt_00010,10,10 Avenue de la Monneraye,Avenue de la Monneraye,44410,Herbignac,"44, Loire-Atlantique, Pays de la Loire",44072,,,,ok
182,5474440,547444000012,31.0+BD+DE LA LIBERATION,44360,SAINT-ETIENNE-DE-MONTLUC,47.277269,-1.783139,Boulevard de la Libération 44360 Saint-Étienne-de-Montluc,0.5539955799373041,,street,44158_0920,,Boulevard de la Libération,Boulevard de la Libération,44360,Saint-Étienne-de-Montluc,"44, Loire-Atlantique, Pays de la Loire",44158,,,,ok
183,5474481,547448100016,71.0+AV+ALBERT DE MUN,44600,SAINT-NAZAIRE,47.278501,-2.211041,Avenue Albert de Mun 44600 Saint-Nazaire,0.5082011688311687,,street,44184_0060,,Avenue Albert de Mun,Avenue Albert de Mun,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
184,5474507,547450700018,ALL+DES PETRELS,44500,LA BAULE-ESCOUBLAC,47.284874,-2.395988,Avenue des Pétrels 44500 La Baule-Escoublac,0.5213033766233766,,street,44055_ywqrnn,,Avenue des Pétrels,Avenue des Pétrels,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
185,5474564,547456400019,BD+DE LA LIBERATION,44220,COUERON,47.21544,-1.68035,19 Boulevard de la Libération 44220 Couëron,0.540669020979021,0.4741209090909091,housenumber,44047_1356_00019,19,19 Boulevard de la Libération,Boulevard de la Libération,44220,Couëron,"44, Loire-Atlantique, Pays de la Loire",44047,,,,ok
186,5474598,547459800017,8.0+AV+DES PINS,44380,PORNICHET,47.246998,-2.317143,Avenue des Pins 44380 Pornichet,0.43341515151515153,0.3512573848069738,street,44132_1170,,Avenue des Pins,Avenue des Pins,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,,ok
187,5474630,547463000018,32.0+AV+DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,47.274146,-2.212325,Avenue du Général De Gaulle 44600 Saint-Nazaire,0.5506568476977567,,street,44184_2457,,Avenue du Général De Gaulle,Avenue du Général De Gaulle,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
188,5474747,547474700010,LD+LE DRESNY,44630,PLESSE,47.579193,-1.963632,le Clos du Dresny 44630 Plessé,0.3777245933014354,0.36625542319749216,street,44128_lzs7le,,le Clos du Dresny,le Clos du Dresny,44630,Plessé,"44, Loire-Atlantique, Pays de la Loire",44128,,,,ok
189,5474770,547477000012,RUE+DE TRIGNAC,44600,SAINT-NAZAIRE,47.29056,-2.19462,12 Rue de Trignac 44600 Saint-Nazaire,0.6345024137931033,0.48934,housenumber,44184_5740_00012,12,12 Rue de Trignac,Rue de Trignac,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
190,5474945,547494500010,RTE+ROUTE DE ST GILDAS,44530,GUENROUET,47.516691,-1.959052,10 Route de Ronde 44530 Guenrouet,0.43305856749311294,0.37675272727272724,housenumber,44068_8ldfwn_00010,10,10 Route de Ronde,Route de Ronde,44530,Guenrouet,"44, Loire-Atlantique, Pays de la Loire",44068,,,,ok
191,5474960,547496000019,86.0+RUE+JEAN GUTENBERG,44600,SAINT-NAZAIRE,47.28109,-2.232417,Rue Jean Gutenberg 44600 Saint-Nazaire,0.5695689145183175,,street,44184_3330,,Rue Jean Gutenberg,Rue Jean Gutenberg,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
192,5475215,547521500017,LD+LANCE,44630,PLESSE,47.537754,-1.926151,Lancé 44630 Plessé,0.3910025252525252,0.2968420779220779,street,44128_26hvke,,Lancé,Lancé,44630,Plessé,"44, Loire-Atlantique, Pays de la Loire",44128,,,,ok
193,5475314,547531400018,1.0+RUE+DE LA GARE,44510,LE POULIGUEN,47.280192,-2.430936,Rue de la Gare 44510 Le Pouliguen,0.5281501490312965,0.4611413286713287,street,44135_0505,,Rue de la Gare,Rue de la Gare,44510,Le Pouliguen,"44, Loire-Atlantique, Pays de la Loire",44135,,,,ok
194,5480066,548006600124,7.0+RTE+DE POMPIERRE,44100,NANTES,47.196203,-1.616383,Route de Pompierre 44100 Nantes,0.47342,,street,44109_6748,,Route de Pompierre,Route de Pompierre,44100,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,,ok
195,5480082,548008200014,DISSIGNAC,44600,SAINT-NAZAIRE,47.273791,-2.282296,Dissignac 44600 Saint-Nazaire,0.5292735334476844,0.4980134873323397,locality,44184_tu5g53,,Dissignac,,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
196,5480165,548016500017,AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,47.2822,-2.392377,17 Avenue du Général De Gaulle 44500 La Baule-Escoublac,0.6404578512396694,,housenumber,44055_1380_00017,17,17 Avenue du Général De Gaulle,Avenue du Général De Gaulle,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
197,5480231,548023100017,220.0+AV+MAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC,47.282749,-2.409354,Avenue du Maréchal de Lattre de tassigny 44500 La Baule-Escoublac,0.5471918181818182,,street,44055_2290,,Avenue du Maréchal de Lattre de tassigny,Avenue du Maréchal de Lattre de tassigny,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
198,5480256,548025600014,6.0+RUE+DU POULIGUEN,44740,BATZ-SUR-MER,47.271475,-2.44431,Rue du Poulgot 44740 Batz-sur-Mer,0.4248849525101764,0.4124582496607869,street,44010_1632,,Rue du Poulgot,Rue du Poulgot,44740,Batz-sur-Mer,"44, Loire-Atlantique, Pays de la Loire",44010,,,,ok
199,5480546,548054600018,LENIPHEN,44350,GUERANDE,47.288711,-2.438898,Leniphen 44350 Guérande,0.4779673694390716,0.39843575757575755,street,44069_9zagz0,,Leniphen,Leniphen,44350,Guérande,"44, Loire-Atlantique, Pays de la Loire",44069,,,,ok
200,5480546,548054600059,322.0+BD+JEAN JACQUES BOSC,33130,BEGLES,44.816358,-0.549618,Boulevard Jean-Jacques Bosc 33130 Bègles,0.45721156209987185,,street,33039_1110,,Boulevard Jean-Jacques Bosc,Boulevard Jean-Jacques Bosc,33130,Bègles,"33, Gironde, Nouvelle-Aquitaine",33039,,,,ok
201,5480546,548054600067,MONTCOUPOT,51210,MONTMIRAIL,48.883751,3.525664,Montcoupot 51210 Montmirail,0.4987853832442067,,locality,51380_d17dzx,,Montcoupot,,51210,Montmirail,"51, Marne, Grand Est",51380,,,,ok
202,5510037,551003700012,1.0+RUE+HOHON,80510,LONG,50.039952,1.980253,Rue Hotton 80510 Long,0.3391921212121212,0.27483750841750837,street,80486_0440,,Rue Hotton,Rue Hotton,80510,Long,"80, Somme, Hauts-de-France",80486,,,,ok
203,5510060,551006000014,2.0+RTE+DE FEUQUIERES,80210,TOURS-EN-VIMEU,50.033826,1.670445,Route de Feuquieres 80210 Tours-en-Vimeu,0.5060510276679842,0.4503240495867768,street,80765_0242,,Route de Feuquieres,Route de Feuquieres,80210,Tours-en-Vimeu,"80, Somme, Hauts-de-France",80765,,,,ok
204,5510086,551008600019,,80150,CANCHY,50.186673,1.879133,Canchy,0.29929232323232324,0.2725426849894292,municipality,80167,,Canchy,,80150,Canchy,"80, Somme, Hauts-de-France",80167,,,,ok
205,5510102,551010200014,142.0+CHS+MARCADE,80100,ABBEVILLE,50.111441,1.82887,Chaussée Marcadé 80100 Abbeville,0.4052154545454545,,street,80001_1240,,Chaussée Marcadé,Chaussée Marcadé,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
206,5510326,551032600019,,80135,SAINT-RIQUIER,50.131233,1.940802,Saint-Riquier,0.40800513742071876,0.3749296503496503,municipality,80716,,Saint-Riquier,,80135,Saint-Riquier,"80, Somme, Hauts-de-France",80716,,,,ok
207,5510367,551036700013,HAM+DE BELLEFONTAINE,80490,BAILLEUL,50.029133,1.851353,Rue de Bellifontaine 80490 Bailleul,0.44255636363636364,0.39262070707070706,street,80051_w7n1aj,,Rue de Bellifontaine,Rue de Bellifontaine,80490,Bailleul,"80, Somme, Hauts-de-France",80051,,,,ok
208,5510490,551049000013,,80120,QUEND,50.325296,1.599266,Quend,0.2872393506493506,0.27105999999999997,municipality,80649,,Quend,,80120,Quend,"80, Somme, Hauts-de-France",80649,,,,ok
209,5510508,551050800020,RUE+DU 11 NOVEMBRE,80220,GAMACHES,49.988588,1.567608,20 Rue du 11 Novembre 80220 Gamaches,0.6073700797448166,,housenumber,80373_0680_00020,20,20 Rue du 11 Novembre,Rue du 11 Novembre,80220,Gamaches,"80, Somme, Hauts-de-France",80373,,,,ok
210,5510532,551053200053,691.0+RUE+D ABBEVILLE,80000,AMIENS,49.910137,2.257787,Rue d'Abbeville 80000 Amiens,0.500164764890282,0.3941630591630591,street,80021_0050,,Rue d'Abbeville,Rue d'Abbeville,80000,Amiens,"80, Somme, Hauts-de-France",80021,,,,ok
211,5510623,551062300027,7.0+RUE+SAINT ANTOINE,80510,LONG,50.039497,1.979584,Rue Saint-Antoine 80510 Long,0.4737725974025973,,street,80486_0580,,Rue Saint-Antoine,Rue Saint-Antoine,80510,Long,"80, Somme, Hauts-de-France",80486,,,,ok
212,5510631,551063100012,13.0+RUE+ROGER SALENGRO,80210,FEUQUIERES-EN-VIMEU,50.061193,1.613355,Rue Roger Salengro 80210 Feuquières-en-Vimeu,0.5839437235367373,,street,80308_0820,,Rue Roger Salengro,Rue Roger Salengro,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
213,5510722,551072200019,,80135,ONEUX,50.146906,1.976703,Oneux,0.28242389610389607,0.25412494071146247,municipality,80609,,Oneux,,80135,Oneux,"80, Somme, Hauts-de-France",80609,,,,ok
214,5510854,551085400010,RUE+JEAN DE PONTHIEU,80100,ABBEVILLE,50.106642,1.832958,10 Rue Jean de Ponthieu 80100 Abbeville,0.6307803030303029,0.47354132867132864,housenumber,80001_1038_00010,10,10 Rue Jean de Ponthieu,Rue Jean de Ponthieu,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
215,5511027,551102700012,15.0+RUE+DU MARAIS,80120,RUE,50.268081,1.676944,Rue du Marais 80120 Rue,0.43207720279720274,0.3433525874125874,street,80688_0740,,Rue du Marais,Rue du Marais,80120,Rue,"80, Somme, Hauts-de-France",80688,,,,ok
216,5511050,551105000014,8.0+RTE+DE BERCK,80120,FORT-MAHON-PLAGE,50.34135,1.57445,Rue de Berck 80120 Fort-Mahon-Plage,0.49389972027972023,,street,80333_0070,,Rue de Berck,Rue de Berck,80120,Fort-Mahon-Plage,"80, Somme, Hauts-de-France",80333,,,,ok
217,5511100,551110000017,CHS+MARCADE,80100,ABBEVILLE,50.111441,1.82887,Chaussée Marcadé 80100 Abbeville,0.44048191222570526,,street,80001_1240,,Chaussée Marcadé,Chaussée Marcadé,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
218,5511142,551114200019,53.0+RUE+PIERRE CURIE,80210,FEUQUIERES-EN-VIMEU,50.059253,1.600343,Rue Pierre Curie 80210 Feuquières-en-Vimeu,0.5731498079385403,,street,80308_0780,,Rue Pierre Curie,Rue Pierre Curie,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
219,5511167,551116700016,,80150,DOMPIERRE-SUR-AUTHIE,50.295931,1.927096,Dompierre-sur-Authie,0.4771145454545454,0.4332435109717868,municipality,80248,,Dompierre-sur-Authie,,80150,Dompierre-sur-Authie,"80, Somme, Hauts-de-France",80248,,,,ok
220,5511183,551118300021,41.0+RUE+DU LIEUTENANT CARON,80100,ABBEVILLE,50.111954,1.844257,Rue du Lieutenant Caron 80100 Abbeville,0.5686841176470588,,street,80001_1150,,Rue du Lieutenant Caron,Rue du Lieutenant Caron,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
221,5511225,551122500012,RUE+DE L EGLISE,80132,CAMBRON,50.111131,1.769986,Rue de l'Eglise 80132 Cambron,0.5167626243567752,0.4763742006269593,street,80163_0065,,Rue de l'Eglise,Rue de l'Eglise,80132,Cambron,"80, Somme, Hauts-de-France",80163,,,,ok
222,5511357,551135700013,27.0+RUE+MARECHAL FOCH,80100,ABBEVILLE,50.104665,1.835485,Rue du Maréchal Foch 80100 Abbeville,0.5080479020979021,,street,80001_1260,,Rue du Maréchal Foch,Rue du Maréchal Foch,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
223,5511415,551141500019,11.0+RUE+DE LA REPUBLIQUE,80510,LONGPRE-LES-CORPS-SAINTS,50.010349,1.992703,Rue de la République 80510 Longpré-les-Corps-Saints,0.6133145454545453,,street,80488_0720,,Rue de la République,Rue de la République,80510,Longpré-les-Corps-Saints,"80, Somme, Hauts-de-France",80488,,,,ok
224,5511449,551144900018,RUE+JACQUES MALLET,80132,HAUTVILLERS-OUVILLE,50.171386,1.817428,Rue Jacques Mallet 80132 Hautvillers-Ouville,0.6115226737967914,,street,80422_0014,,Rue Jacques Mallet,Rue Jacques Mallet,80132,Hautvillers-Ouville,"80, Somme, Hauts-de-France",80422,,,,ok
225,5511456,551145600013,62.0+RUE+GRANDE,80220,GAMACHES,50.024543,1.565542,Grande Rue 80220 Buigny-lès-Gamaches,0.37452251748251747,0.3571778018995929,street,80148_0060,,Grande Rue,Grande Rue,80220,Buigny-lès-Gamaches,"80, Somme, Hauts-de-France",80148,,,,ok
226,5511464,551146400017,259.0+RTE+DE ROUEN,80100,ABBEVILLE,50.096372,1.828744,Route de Rouen 80100 Abbeville,0.45014864381520114,,street,80001_1870,,Route de Rouen,Route de Rouen,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
227,5511472,551147200010,24.0+RUE+SAINT VULFRAN,80100,ABBEVILLE,50.104718,1.830193,Rue Saint Vulfran 80100 Abbeville,0.5289654838709678,0.4405868983957219,street,80001_2000,,Rue Saint Vulfran,Rue Saint Vulfran,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
228,5511530,551153000015,8.0+RUE+GASTON GARRY,80120,RUE,50.272396,1.675273,Rue Gaston Garry 80120 Rue,0.4644399663299663,,street,80688_0540,,Rue Gaston Garry,Rue Gaston Garry,80120,Rue,"80, Somme, Hauts-de-France",80688,,,,ok
229,5511688,551168800011,33.0+RUE+VASSEUR,80120,QUEND,50.323025,1.550119,Avenue Vasseur 80120 Quend,0.38886181818181814,0.3172330027548209,street,80649_0040,,Avenue Vasseur,Avenue Vasseur,80120,Quend,"80, Somme, Hauts-de-France",80649,,,,ok
230,5511738,551173800014,RUE+NOTRE DAME,80135,SAINT-RIQUIER,50.132275,1.948595,14 Rue Notre-Dame 80135 Saint-Riquier,0.6114042319749216,,housenumber,80716_0480_00014,14,14 Rue Notre-Dame,Rue Notre-Dame,80135,Saint-Riquier,"80, Somme, Hauts-de-France",80716,,,,ok
231,5511845,551184500017,10.0+RUE+DU GENERAL LECLERC,80550,LE CROTOY,50.215757,1.626799,Rue General Leclerc 80550 Le Crotoy,0.5091251696065129,,street,80228_0470,,Rue General Leclerc,Rue General Leclerc,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
232,5511944,551194400018,,80570,DARGNIES,50.041611,1.526097,Dargnies,0.3381238755980861,0.3359800699300699,municipality,80235,,Dargnies,,80570,Dargnies,"80, Somme, Hauts-de-France",80235,,,,ok
233,5512025,551202500015,RUE+MARECHAL FOCH,80100,ABBEVILLE,50.105197,1.834691,15 Rue du Maréchal Foch 80100 Abbeville,0.5907984848484849,,housenumber,80001_1260_00015,15,15 Rue du Maréchal Foch,Rue du Maréchal Foch,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
234,5512066,551206600019,3.0+RUE+FERDINAND BUISSON,80210,FEUQUIERES-EN-VIMEU,50.059877,1.60623,Rue Ferdinand Buisson 80210 Feuquières-en-Vimeu,0.6052675757575756,,street,80308_0440,,Rue Ferdinand Buisson,Rue Ferdinand Buisson,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
235,5512231,551223100019,,80150,LE BOISLE,50.273004,1.981528,Le Boisle,0.34778759906759904,0.29849503496503493,municipality,80109,,Le Boisle,,80150,Le Boisle,"80, Somme, Hauts-de-France",80109,,,,ok
236,5512363,551236300010,,80132,LE TITRE,50.188149,1.799459,Le Titre,0.3326120574162679,0.3038551515151515,municipality,80763,,Le Titre,,80132,Le Titre,"80, Somme, Hauts-de-France",80763,,,,ok
237,5512447,551244700011,RUE+ROGER SALENGRO,80210,FEUQUIERES-EN-VIMEU,50.061048,1.61163,11 Rue Roger Salengro 80210 Feuquières-en-Vimeu,0.6634250802139038,,housenumber,80308_0820_00011,11,11 Rue Roger Salengro,Rue Roger Salengro,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
238,5512645,551264500010,RUE+DE L EGLISE,80140,HUPPY,50.024031,1.762203,10 Rue de l'Eglise 80140 Huppy,0.5585113190730837,0.3830084952978056,housenumber,80446_0040_00010,10,10 Rue de l'Eglise,Rue de l'Eglise,80140,Huppy,"80, Somme, Hauts-de-France",80446,,,,ok
239,5512678,551267800011,PL+DU MONUMENT,80550,LE CROTOY,50.217219,1.627227,Place du Monuments aux Morts 80550 Le Crotoy,0.39013571428571425,,street,80228_0720,,Place du Monuments aux Morts,Place du Monuments aux Morts,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
240,5512686,551268600014,8.0+RUE+DE LA PORTE DU PONT,80550,LE CROTOY,50.215622,1.62516,Rue Porte du Pont 80550 Le Crotoy,0.4828035820895522,0.39357518317503387,street,80228_0880,,Rue Porte du Pont,Rue Porte du Pont,80550,Le Crotoy,"80, Somme, Hauts-de-France",80228,,,,ok
241,5512710,551271000012,9.0+RTE+D ABBEVILLE,80135,SAINT-RIQUIER,50.136852,1.944222,Rue de Millencourt 80135 Saint-Riquier,0.3550103194103194,0.35024844919786097,street,80716_0445,,Rue de Millencourt,Rue de Millencourt,80135,Saint-Riquier,"80, Somme, Hauts-de-France",80716,,,,ok
242,5512728,551272800014,RUE+DE MALADRERIE,80150,YVRENCHEUX,50.181212,2.001916,14 Rue de la Maladrerie 80150 Yvrench,0.529996915052161,0.36776433566433564,housenumber,80832_0045_00014,14,14 Rue de la Maladrerie,Rue de la Maladrerie,80150,Yvrench,"80, Somme, Hauts-de-France",80832,,,,ok
243,5515309,551530900010,RUE+D ABBEVILLE,80120,QUEND,50.324728,1.547849,10 Rue d’Abbeville 80120 Quend,0.5553322281639929,,housenumber,80649_0020_00010,10,10 Rue d’Abbeville,Rue d’Abbeville,80120,Quend,"80, Somme, Hauts-de-France",80649,,,,ok
244,5520028,552002800019,RUE+AMBROISE CROIZAT,80570,DARGNIES,50.040777,1.523472,19 Rue Ambroise Croizat 80570 Dargnies,0.6147269491525423,,housenumber,80235_0040_00019,19,19 Rue Ambroise Croizat,Rue Ambroise Croizat,80570,Dargnies,"80, Somme, Hauts-de-France",80235,,,,ok
245,5520036,552003600012,220.0+RUE+DE MENCHECOURT,80100,ABBEVILLE,50.119287,1.815727,Rue de Menchecourt 80100 Abbeville,0.5329063636363636,0.4541468421052631,street,80001_1310,,Rue de Menchecourt,Rue de Menchecourt,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
246,5520077,552007700016,13.0+RUE+GAMBETTA,80210,FEUQUIERES-EN-VIMEU,50.058995,1.596158,Rue Gambetta 80210 Feuquières-en-Vimeu,0.5459107327001357,,street,80308_0500,,Rue Gambetta,Rue Gambetta,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
247,5520119,552011900016,74.0+BD+DE LA PORTELETTE,80100,ABBEVILLE,50.102104,1.829105,Rue de la Portelette 80100 Abbeville,0.4867654002713704,0.46890303030303027,street,80001_1730,,Rue de la Portelette,Rue de la Portelette,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
248,5520119,552011900024,27.0+RUE+LEDIEN,80100,ABBEVILLE,50.109717,1.827818,Rue Ledien 80100 Abbeville,0.4726331404958677,,street,80001_1100,,Rue Ledien,Rue Ledien,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
249,5520119,552011900032,,80870,MOYENNEVILLE,50.074158,1.75279,Moyenneville,0.3928326406926407,0.36597909090909087,municipality,80578,,Moyenneville,,80870,Moyenneville,"80, Somme, Hauts-de-France",80578,,,,ok
250,5520119,552011900040,,80490,BAILLEUL,50.026005,1.851476,Bailleul,0.33116296650717697,0.30456849129593805,municipality,80051,,Bailleul,,80490,Bailleul,"80, Somme, Hauts-de-France",80051,,,,ok
251,5520119,552011900057,17.0+RUE+LEDIEN,80100,ABBEVILLE,50.109717,1.827818,Rue Ledien 80100 Abbeville,0.4726331404958677,,street,80001_1100,,Rue Ledien,Rue Ledien,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
252,5520135,552013500012,253.0+RUE+DE MENCHECOURT,80100,ABBEVILLE,50.119287,1.815727,Rue de Menchecourt 80100 Abbeville,0.5329063636363636,0.4541468421052631,street,80001_1310,,Rue de Menchecourt,Rue de Menchecourt,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
253,5520135,552013500020,32.0+PL+DE LA GARE - LILLE,59800,LILLE,50.636413,3.069477,Place de la Gare (Lille) 59800 Lille,0.4792154545454545,0.3041820661157024,street,59350_3763,,Place de la Gare (Lille),Place de la Gare (Lille),59800,Lille,"59, Nord, Hauts-de-France",59350,59350,Lille,,ok
254,5520135,552013500038,70.0+RUE+DE LAUSANNE,1220,DIVONNE-LES-BAINS,46.360382,6.144953,Rue de Lausanne 01220 Divonne-les-Bains,0.5690728900949795,0.45096222222222215,street,01143_0490,,Rue de Lausanne,Rue de Lausanne,01220,Divonne-les-Bains,"01, Ain, Auvergne-Rhône-Alpes",01143,,,,ok
255,5520176,552017600016,50.0+RUE+PASTEUR,80210,FEUQUIERES-EN-VIMEU,50.056491,1.603686,Rue Pasteur 80210 Feuquières-en-Vimeu,0.5453332231404958,,street,80308_0700,,Rue Pasteur,Rue Pasteur,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
256,5520176,552017600032,ZONE DES HAYETTES,80210,CHEPY,50.063403,1.622969,Zone Industrielle Les Hayettes 80210 Chépy,0.37811994652406417,,locality,80190_5ziq2s,,Zone Industrielle Les Hayettes,,80210,Chépy,"80, Somme, Hauts-de-France",80190,,,,ok
257,5520200,552020000014,4.0+RUE+PIERRE CURIE,80220,GAMACHES,49.985025,1.557411,Rue Pierre Curie 80220 Gamaches,0.5040159784283512,,street,80373_0800,,Rue Pierre Curie,Rue Pierre Curie,80220,Gamaches,"80, Somme, Hauts-de-France",80373,,,,ok
258,5520234,552023400021,ZONE INDUSTRIELLE,80210,FEUQUIERES-EN-VIMEU,50.057233,1.598603,Rue Emile Zola 80210 Feuquières-en-Vimeu,0.404488947368421,0.39146894131185267,street,80308_0400,,Rue Emile Zola,Rue Emile Zola,80210,Feuquières-en-Vimeu,"80, Somme, Hauts-de-France",80308,,,,ok
259,5520242,552024200016,3.0+RUE+DU 43 RIC,80510,LONGPRE-LES-CORPS-SAINTS,50.012334,2.002545,Rue du 43 Ric 80510 Longpré-les-Corps-Saints,0.5836038383838382,,street,80488_0710,,Rue du 43 Ric,Rue du 43 Ric,80510,Longpré-les-Corps-Saints,"80, Somme, Hauts-de-France",80488,,,,ok
260,5520242,552024200032,55.0+BD+DE SEBASTOPOL,75001,PARIS 1,48.860678,2.349192,Boulevard de Sébastopol 75001 Paris,0.408056092265943,0.23025545454545457,street,75101_8894,,Boulevard de Sébastopol,Boulevard de Sébastopol,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
261,5520242,552024200040,88.0+RUE+ROBESPIERRE,93100,MONTREUIL,48.852544,2.423926,Rue Robespierre 93100 Montreuil,0.5221790909090909,,street,93048_8225,,Rue Robespierre,Rue Robespierre,93100,Montreuil,"93, Seine-Saint-Denis, Île-de-France",93048,,,,ok
262,5520242,552024200057,14.0+RUE+LESAULT,93500,PANTIN,48.890167,2.408715,Rue Lesault 93500 Pantin,0.45534114922813035,,street,93055_5155,,Rue Lesault,Rue Lesault,93500,Pantin,"93, Seine-Saint-Denis, Île-de-France",93055,,,,ok
263,5520242,552024200065,14.0+RUE+LESAULT,93500,PANTIN,48.890167,2.408715,Rue Lesault 93500 Pantin,0.45534114922813035,,street,93055_5155,,Rue Lesault,Rue Lesault,93500,Pantin,"93, Seine-Saint-Denis, Île-de-France",93055,,,,ok
264,5520242,552024200073,1.0+AV+ALBERT EINSTEIN,78190,TRAPPES,48.765757,1.994937,Rue Albert Einstein 78190 Trappes,0.47400496392496383,,street,78621_0018,,Rue Albert Einstein,Rue Albert Einstein,78190,Trappes,"78, Yvelines, Île-de-France",78621,,,,ok
265,5520242,552024200081,4.0+RUE+DU 43 EME RIC,80510,LONGPRE-LES-CORPS-SAINTS,50.012334,2.002545,Rue du 43 Ric 80510 Longpré-les-Corps-Saints,0.5550286124401913,0.21965090909090906,street,80488_0710,,Rue du 43 Ric,Rue du 43 Ric,80510,Longpré-les-Corps-Saints,"80, Somme, Hauts-de-France",80488,,,,ok
266,5520259,552025900010,CHS+DU BOIS,80100,ABBEVILLE,50.108202,1.837494,Chaussée du Bois 80100 Abbeville,0.43661373040752344,0.29715303934871096,street,80001_0210,,Chaussée du Bois,Chaussée du Bois,80100,Abbeville,"80, Somme, Hauts-de-France",80001,,,,ok
