,siren,siret,adresse,postcode,city,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
92,5441027,544102700017,RUE+NEUVE,4140,SEYNE,48.795431,2.398597,17 Rue Neuve 94400 Vitry-sur-Seine,0.3635757575757575,0.33334711462450595,housenumber,94081_6630_00017,17,17 Rue Neuve,Rue Neuve,94400,Vitry-sur-Seine,"94, Val-de-Marne, Île-de-France",94081,,,,ok
93,5441035,544103500010,18.0+RUE+PIED DE VILLE,4000,DIGNE-LES-BAINS,44.091214,6.234457,Rue Pied de Ville 04000 Digne-les-Bains,0.5545089145183175,0.4979452240717029,street,04070_1250,,Rue Pied de Ville,Rue Pied de Ville,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
94,5441043,544104300014,5.0+BD+VICTOR HUGO,4000,DIGNE-LES-BAINS,44.097501,6.233618,Boulevard Victor Hugo 04000 Digne-les-Bains,0.5015929870129869,,street,04070_1690,,Boulevard Victor Hugo,Boulevard Victor Hugo,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
95,5441068,544106800011,RUE+LT BLONDEAU,4120,CASTELLANE,43.846591,6.51425,11 Rue du Lieutenant Blondeau 04120 Castellane,0.4568130481283422,,housenumber,04039_0100_00011,11,11 Rue du Lieutenant Blondeau,Rue du Lieutenant Blondeau,04120,Castellane,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04039,,,,ok
96,5441134,544113400011,42.0+RUE+MANUEL,4400,BARCELONNETTE,44.387133,6.65173,Rue Manuel 04400 Barcelonnette,0.4881278369905956,0.4218653079178885,street,04019_0340,,Rue Manuel,Rue Manuel,04400,Barcelonnette,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04019,,,,ok
97,5441159,544115900018,QUAI+SAINT AUBAN,4160,CHATEAU-ARNOUX-SAINT-AUBAN,44.068786,5.990248,Saint Auban-Sud 04160 Château-Arnoux-Saint-Auban,0.5393405263157894,0.514220909090909,locality,04049_B061,,Saint Auban-Sud,,04160,Château-Arnoux-Saint-Auban,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04049,,,,ok
98,5441191,544119100029,ALL+DES ERABLES,4160,CHATEAU-ARNOUX-SAINT-AUBAN,44.100966,6.009839,Allée des Erables 04160 Château-Arnoux-Saint-Auban,0.5797333333333332,,street,04049_0295,,Allée des Erables,Allée des Erables,04160,Château-Arnoux-Saint-Auban,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04049,,,,ok
99,5441233,544123300011,,4370,COLMARS,44.182833,6.62894,Colmars,0.3011750505050505,0.27966376321353065,municipality,04061,,Colmars,,04370,Colmars,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04061,,,,ok
100,5441241,544124100014,QUAI+PLANTIERS,4200,SISTERON,44.185682,5.947759,Les Plantiers 04200 Sisteron,0.3897126475279106,0.3894806993006993,locality,04209_y4x7ag,,Les Plantiers,,04200,Sisteron,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04209,,,,ok
101,5441266,544126600011,,4270,ESTOUBLON,43.941668,6.19893,Estoublon,0.32615575757575754,0.27856465677179965,municipality,04084,,Estoublon,,04270,Estoublon,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04084,,,,ok
102,5441316,544131600014,,4240,ANNOT,43.96091,6.6722,Annot,0.2602616883116882,0.2244413223140496,municipality,04008,,Annot,,04240,Annot,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04008,,,,ok
103,5441357,544135700018,,4190,LES MEES,44.00598,5.945759,Les Mées,0.31965770334928223,0.2593145454545454,municipality,04116,,Les Mées,,04190,Les Mées,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04116,,,,ok
104,5441365,544136500011,4.0+PL+DU MARCHE,4000,DIGNE-LES-BAINS,44.081508,6.212076,Chemin du Marquis 04000 Digne-les-Bains,0.4335551948051948,0.41913272727272727,street,04070_1040,,Chemin du Marquis,Chemin du Marquis,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
105,5441373,544137300015,,4360,MOUSTIERS-SAINTE-MARIE,43.839043,6.213687,Moustiers-Sainte-Marie,0.47938727272727266,0.4154740983606557,municipality,04135,,Moustiers-Sainte-Marie,,04360,Moustiers-Sainte-Marie,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04135,,,,ok
106,5441399,544139900010,,4170,LA MURE-ARGENS,43.98695,6.529637,La Mure-Argens,0.39318355371900826,0.34328349650349643,municipality,04136,,La Mure-Argens,,04170,La Mure-Argens,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04136,,,,ok
107,5441407,544140700011,RUE+BASSE,4140,SEYNE,44.350833,6.356271,11 Rue Basse 04140 Seyne,0.4595052173913043,0.3331008695652174,housenumber,04205_0026_00011,11,11 Rue Basse,Rue Basse,04140,Seyne,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04205,,,,ok
108,5441449,544144900013,,4800,GREOUX-LES-BAINS,43.746535,5.851758,Gréoux-les-Bains,0.4265669169960474,0.37116124579124576,municipality,04094,,Gréoux-les-Bains,,04800,Gréoux-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04094,,,,ok
109,5441548,544154800012,39.0+RUE+DE L HUBAC,4000,DIGNE-LES-BAINS,44.092247,6.235159,Rue de l'Hubac 04000 Digne-les-Bains,0.53173993006993,,street,04070_0870,,Rue de l'Hubac,Rue de l'Hubac,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
110,5441589,544158900016,PL+DR ITARD,4700,ORAISON,43.917181,5.919122,Place du Docteur Itard 04700 Oraison,0.333124834054834,,street,04143_0155,,Place du Docteur Itard,Place du Docteur Itard,04700,Oraison,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04143,,,,ok
111,5441597,544159700019,BD+GASSENDI,4000,DIGNE-LES-BAINS,44.091724,6.232651,19 Boulevard Gassendi 04000 Digne-les-Bains,0.5010395316804407,0.37340999999999996,housenumber,04070_0710_00019,19,19 Boulevard Gassendi,Boulevard Gassendi,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
112,5441613,544161300014,,4160,CHATEAU-ARNOUX-SAINT-AUBAN,44.082535,5.998113,Château-Arnoux-Saint-Auban,0.5208102597402597,0.4645213223140495,municipality,04049,,Château-Arnoux-Saint-Auban,,04160,Château-Arnoux-Saint-Auban,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04049,,,,ok
113,5441621,544162100017,,4700,PUIMICHEL,43.971819,6.018239,Puimichel,0.3233993939393939,0.2740354545454545,municipality,04156,,Puimichel,,04700,Puimichel,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04156,,,,ok
114,5441662,544166200011,PL+MARCHE,4210,VALENSOLE,43.836778,5.983045,11 Place du Marché 04210 Valensole,0.42824602870813394,,housenumber,04230_0220_00011,11,11 Place du Marché,Place du Marché,04210,Valensole,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04230,,,,ok
115,5450010,545001000011,,4160,CHATEAU-ARNOUX-SAINT-AUBAN,44.082535,5.998113,Château-Arnoux-Saint-Auban,0.5208102597402597,0.4645213223140495,municipality,04049,,Château-Arnoux-Saint-Auban,,04160,Château-Arnoux-Saint-Auban,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04049,,,,ok
116,5450051,545005100015,QUAI+DE LA BONNETTE,4000,DIGNE-LES-BAINS,44.089829,6.223534,15 Chemin de Bonnette 04000 Digne-les-Bains,0.46473981320049806,0.4348395765877957,housenumber,04070_0211_00015,15,15 Chemin de Bonnette,Chemin de Bonnette,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
117,5450093,545009300017,5.0+ALL+L GARDIOL,4500,RIEZ,43.817464,6.092118,Allées Louis Gardiol 04500 Riez,0.34681895678092395,,street,04166_0095,,Allées Louis Gardiol,Allées Louis Gardiol,04500,Riez,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04166,,,,ok
118,5450093,545009300025,QUAI+STE ANNE,4500,RIEZ,43.400163,5.062358,Quai Sainte-anne 13500 Martigues,0.29021205387205384,0.25594476190476184,street,13056_2168,,Quai Sainte-anne,Quai Sainte-anne,13500,Martigues,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",13056,,,,ok
119,5450093,545009300033,AV+DES THERMES,4800,GREOUX-LES-BAINS,43.757935,5.892445,Avenue des Thermes 04800 Gréoux-les-Bains,0.49351664857530525,,street,04094_0265,,Avenue des Thermes,Avenue des Thermes,04800,Gréoux-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04094,,,,ok
120,5450093,545009300041,36.0+RUE+GRANDE,4800,GREOUX-LES-BAINS,43.758595,5.883692,Rue Grande 04800 Gréoux-les-Bains,0.527253785394933,0.3898058041958042,street,04094_0101,,Rue Grande,Rue Grande,04800,Gréoux-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04094,,,,ok
121,5450093,545009300058,27.0+RUE+GRANDE,4800,GREOUX-LES-BAINS,43.758595,5.883692,Rue Grande 04800 Gréoux-les-Bains,0.5048990909090909,0.37387237054085154,street,04094_0101,,Rue Grande,Rue Grande,04800,Gréoux-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04094,,,,ok
122,5450101,545010100026,4.0+BD+LA FERRAGE,13860,PEYROLLES-EN-PROVENCE,43.644183,5.583348,Boulevard la Ferrage 13860 Peyrolles-en-Provence,0.5091795513577331,,street,13074_4750,,Boulevard la Ferrage,Boulevard la Ferrage,13860,Peyrolles-en-Provence,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",13074,,,,ok
123,5450119,545011900010,63.0+BD+GASSENDI,4000,DIGNE-LES-BAINS,44.09366,6.237301,Boulevard Gassendi 04000 Digne-les-Bains,0.44987857142857135,0.3509565498357064,street,04070_0710,,Boulevard Gassendi,Boulevard Gassendi,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
124,5450119,545011900028,SAINT CHRISTOPHE,4000,DIGNE-LES-BAINS,44.076324,6.187397,Avenue de Saint-Christophe 04000 Digne-les-Bains,0.4988745454545454,,street,04070_0384,,Avenue de Saint-Christophe,Avenue de Saint-Christophe,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
125,5450119,545011900036,3.0+BD+GASSENDI,4000,DIGNE-LES-BAINS,44.09366,6.237301,Boulevard Gassendi 04000 Digne-les-Bains,0.45552509881422926,0.3545629933481153,street,04070_0710,,Boulevard Gassendi,Boulevard Gassendi,04000,Digne-les-Bains,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04070,,,,ok
126,5470018,547001800010,AV+DU MARCHE,44500,LA BAULE-ESCOUBLAC,47.285115,-2.394585,10 Avenue du Marché 44500 La Baule-Escoublac,0.5763941597796143,0.51060955922865,housenumber,44055_2280_00010,10,10 Avenue du Marché,Avenue du Marché,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
127,5470075,547007500010,13.0+RUE+DU CENTRE,44510,LE POULIGUEN,47.277024,-2.429133,Rue du Centre 44510 Le Pouliguen,0.5063715648286139,0.4126827951153324,street,44135_0320,,Rue du Centre,Rue du Centre,44510,Le Pouliguen,"44, Loire-Atlantique, Pays de la Loire",44135,,,,ok
128,5470190,547019000017,RUE+DE KERVENEL,44490,LE CROISIC,47.291603,-2.510717,17 Rue de Kervenel 44490 Le Croisic,0.6051807792207791,0.46970903225806443,housenumber,44049_dn1fdp_00017,17,17 Rue de Kervenel,Rue de Kervenel,44490,Le Croisic,"44, Loire-Atlantique, Pays de la Loire",44049,,,,ok
129,5470208,547020800017,105.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,47.279657,-2.212143,Avenue de la République 44600 Saint-Nazaire,0.5223409090909091,,street,44184_5330,,Avenue de la République,Avenue de la République,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
130,5470430,547043000017,2.0+RUE+CHARLES BRUNELIERE,44570,TRIGNAC,47.316117,-2.187952,Rue Charles Brunelière 44570 Trignac,0.5485381818181818,,street,44210_0120,,Rue Charles Brunelière,Rue Charles Brunelière,44570,Trignac,"44, Loire-Atlantique, Pays de la Loire",44210,,,,ok
131,5470455,547045500014,LD+LA BOSSE,44500,LA BAULE-ESCOUBLAC,47.283316,-2.322477,La Bosse 44500 La Baule-Escoublac,0.5271384848484848,0.4983628342245989,locality,44055_7odkhx,,La Bosse,,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
132,5470489,547048900013,LD+LE PONT DENYON,44480,DONGES,47.344535,-2.080457,Route du Léon 44480 Donges,0.3175626974664679,0.3164304075235109,street,44052_djd71e,,Route du Léon,Route du Léon,44480,Donges,"44, Loire-Atlantique, Pays de la Loire",44052,,,,ok
133,5470620,547062000013,17.0+RUE+DES CHANTIERS,44600,SAINT-NAZAIRE,47.290852,-2.193843,Rue des Chantiers 44600 Saint-Nazaire,0.5574695867768594,,street,44184_0940,,Rue des Chantiers,Rue des Chantiers,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
134,5470653,547065300014,23.0+BD+LEON GAMBETTA,44600,SAINT-NAZAIRE,47.276308,-2.217589,Boulevard Léon Gambetta 44600 Saint-Nazaire,0.4844067496886674,,street,44184_3760,,Boulevard Léon Gambetta,Boulevard Léon Gambetta,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
135,5470927,547092700020,AV+DE LA FORET,44300,NANTES,47.243238,-1.576922,20 Avenue de la Forêt 44300 Nantes,0.5212654545454545,,housenumber,44109_3215_00020,20,20 Avenue de la Forêt,Avenue de la Forêt,44300,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,,ok
136,5470943,547094300019,,44130,BLAIN,47.443517,-1.710135,Guesny 44130 Blain,0.30010516629711753,0.29983545454545457,street,44015_19c0ox,,Guesny,Guesny,44130,Blain,"44, Loire-Atlantique, Pays de la Loire",44015,,,,ok
137,5470984,547098400013,AV+DE VERA CRUZ,44600,SAINT-NAZAIRE,47.270453,-2.213148,Avenue de Vera Cruz 44600 Saint-Nazaire,0.5303518181818181,,street,44184_5800,,Avenue de Vera Cruz,Avenue de Vera Cruz,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
138,5471065,547106500010,1.0+PL+DU GENERAL D ARGENCE,44410,HERBIGNAC,47.44929,-2.317384,Place du Général d'Argence 44410 Herbignac,0.5219679641485275,,street,44072_0090,,Place du Général d'Argence,Place du Général d'Argence,44410,Herbignac,"44, Loire-Atlantique, Pays de la Loire",44072,,,,ok
139,5471115,547111500013,45.0+RUE+DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,47.276991,-2.213173,Rue de la Paix et des Arts 44600 Saint-Nazaire,0.6102072727272726,,street,44184_4540,,Rue de la Paix et des Arts,Rue de la Paix et des Arts,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
140,5471214,547121400014,8.0+PL+DE L HOTEL DE VILLE,44260,SAVENAY,47.359176,-1.943694,Place de l’Hôtel de Ville 44260 Savenay,0.504250909090909,,street,44195_0660,,Place de l’Hôtel de Ville,Place de l’Hôtel de Ville,44260,Savenay,"44, Loire-Atlantique, Pays de la Loire",44195,,,,ok
141,5471420,547142000017,BD+DE VERDUN,44600,SAINT-NAZAIRE,47.271413,-2.204128,Boulevard de Verdun 44600 Saint-Nazaire,0.48582363636363635,0.459556275659824,street,44184_5810,,Boulevard de Verdun,Boulevard de Verdun,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
142,5471438,547143800019,BEAULIEU,44160,PONTCHATEAU,47.450129,-2.127491,Beaulieu 44160 Pontchâteau,0.5027818181818181,0.45651896551724136,street,44129_ciepmr,,Beaulieu,Beaulieu,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
143,5471495,547149500019,RUE+DE VERDUN,44260,SAVENAY,47.359413,-1.941426,19 Rue de Verdun 44260 Savenay,0.5709040463458109,,housenumber,44195_1500_00019,19,19 Rue de Verdun,Rue de Verdun,44260,Savenay,"44, Loire-Atlantique, Pays de la Loire",44195,,,,ok
144,5471578,547157800012,PL+DE L EGLISE,44130,LE GAVRE,47.519811,-1.747136,12 Rue de l'Eglise 44130 Le Gâvre,0.4915600637958532,0.38562470938897164,housenumber,44062_0080_00012,12,12 Rue de l'Eglise,Rue de l'Eglise,44130,Le Gâvre,"44, Loire-Atlantique, Pays de la Loire",44062,,,,ok
145,5471594,547159400019,PL+DE L'EGLISE,44530,GUENROUET,47.519477,-1.954529,Place de l'Eglise 44530 Guenrouet,0.4740996551724138,0.46009738058551614,street,44068_0054,,Place de l'Eglise,Place de l'Eglise,44530,Guenrouet,"44, Loire-Atlantique, Pays de la Loire",44068,,,,ok
146,5471602,547160200010,RUE+DE PORNICHET,44600,SAINT-NAZAIRE,47.271609,-2.212781,10 Rue de Pornichet 44600 Saint-Nazaire,0.6466121212121212,,housenumber,44184_5040_00010,10,10 Rue de Pornichet,Rue de Pornichet,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
147,5471628,547162800015,22.0+RUE+GREGOIRE ORAIN,44460,FEGREAC,47.583074,-2.044877,Rue  Grégoire Orain 44460 Fégréac,0.5103752011922503,,street,44057_0048,,Rue  Grégoire Orain,Rue  Grégoire Orain,44460,Fégréac,"44, Loire-Atlantique, Pays de la Loire",44057,,,,ok
148,5471685,547168500015,RTE+DE NANTES,44160,PONTCHATEAU,47.436995,-2.088303,15 Rue de Nantes 44160 Pontchâteau,0.5490578628389154,0.5018699999999999,housenumber,44129_0400_00015,15,15 Rue de Nantes,Rue de Nantes,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
149,5471743,547174300012,AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,47.275291,-2.213183,12 Avenue de la République 44600 Saint-Nazaire,0.6025548128342245,,housenumber,44184_5330_00012,12,12 Avenue de la République,Avenue de la République,44600,Saint-Nazaire,"44, Loire-Atlantique, Pays de la Loire",44184,,,,ok
150,5471768,547176800019,AV+DES IBIS,44500,LA BAULE-ESCOUBLAC,47.285144,-2.395626,19 Avenue des Ibis 44500 La Baule-Escoublac,0.5732752447552447,0.49005119402985065,housenumber,44055_1760_00019,19,19 Avenue des Ibis,Avenue des Ibis,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
151,5471784,547178400016,RUE+HOTEL VILLE,44290,GUEMENE-PENFAO,47.628506,-1.83468,16 Rue de l'Hotel de Ville 44290 Guémené-Penfao,0.5583713903743316,,housenumber,44067_0240_00016,16,16 Rue de l'Hotel de Ville,Rue de l'Hotel de Ville,44290,Guémené-Penfao,"44, Loire-Atlantique, Pays de la Loire",44067,,,,ok
152,5471800,547180000010,145.0+AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,47.284264,-2.391988,Avenue du Général De Gaulle 44500 La Baule-Escoublac,0.5657789704271632,,street,44055_1380,,Avenue du Général De Gaulle,Avenue du Général De Gaulle,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
153,5471800,547180000028,RTE+DE LA BAULE,44350,GUERANDE,47.296713,-2.404831,Route de la Baule 44350 Guérande,0.5020355183413078,0.3420893742621015,street,44069_0166,,Route de la Baule,Route de la Baule,44350,Guérande,"44, Loire-Atlantique, Pays de la Loire",44069,,,,ok
154,5471842,547184200012,PL+ABB CORBILLE,44130,BOUVRON,47.417354,-1.845941,Place de l'Abbé Corbillé 44130 Bouvron,0.42926129870129864,,street,44023_0004,,Place de l'Abbé Corbillé,Place de l'Abbé Corbillé,44130,Bouvron,"44, Loire-Atlantique, Pays de la Loire",44023,,,,ok
155,5471891,547189100019,ESP BENOIT,44500,LA BAULE-ESCOUBLAC,47.277687,-2.417697,Esplanade Benoît 44500 La Baule-Escoublac,0.5094381818181818,,street,44055_0420,,Esplanade Benoît,Esplanade Benoît,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
156,5471941,547194100012,AV+DONIZETTI,44500,LA BAULE-ESCOUBLAC,47.279521,-2.367051,12 Avenue Donizetti 44500 La Baule-Escoublac,0.5766059779614325,,housenumber,44055_1070_00012,12,12 Avenue Donizetti,Avenue Donizetti,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
157,5471958,547195800016,15.0+AV+GEORGES CLEMENCEAU,44500,LA BAULE-ESCOUBLAC,47.287748,-2.38809,Avenue Georges Clémenceau 44500 La Baule-Escoublac,0.5578254545454545,,street,44055_1440,,Avenue Georges Clémenceau,Avenue Georges Clémenceau,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
158,5472014,547201400017,RTE+DE VANNES,44160,PONTCHATEAU,47.43561,-2.094119,17 Route de Vannes 44160 Pontchâteau,0.5623801253918495,0.3083083935242839,housenumber,44129_0590_00017,17,17 Route de Vannes,Route de Vannes,44160,Pontchâteau,"44, Loire-Atlantique, Pays de la Loire",44129,,,,ok
159,5472022,547202200028,BD+OCEANIDES,44380,PORNICHET,47.267112,-2.347622,Boulevard des Océanides 44380 Pornichet,0.42838909090909083,,street,44132_1040,,Boulevard des Océanides,Boulevard des Océanides,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,,ok
160,5472063,547206300014,163.0+B+MAYUN,44410,LA CHAPELLE-DES-MARAIS,47.444284,-2.259379,Mayun 44410 La Chapelle-des-Marais,0.49082454545454546,0.38751876033057847,locality,44030_h73dh6,,Mayun,,44410,La Chapelle-des-Marais,"44, Loire-Atlantique, Pays de la Loire",44030,,,,ok
161,5472238,547223800020,LE BOURG,44630,PLESSE,47.548322,-1.890718,la Vigne Marou 44630 Plessé,0.2603873046251993,0.2583802821316614,street,44128_E043,,la Vigne Marou,la Vigne Marou,44630,Plessé,"44, Loire-Atlantique, Pays de la Loire",44128,,,,ok
162,5472253,547225300011,276.0+AV+MAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC,47.282749,-2.409354,Avenue du Maréchal de Lattre de tassigny 44500 La Baule-Escoublac,0.5471918181818182,,street,44055_2290,,Avenue du Maréchal de Lattre de tassigny,Avenue du Maréchal de Lattre de tassigny,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,,ok
163,5472261,547226100014,LA VILLES DAVAUD,44380,PORNICHET,47.256212,-2.324976,La Villès-Davaud 44380 Pornichet,0.544144025974026,0.4798472140762463,locality,44132_B294,,La Villès-Davaud,,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,,ok
164,5472683,547268300019,BOURG,44530,SAINT-GILDAS-DES-BOIS,47.50659,-2.043261,Gourap 44530 Saint-Gildas-des-Bois,0.4780271236959761,0.4543053665689149,street,44161_kl3dne,,Gourap,Gourap,44530,Saint-Gildas-des-Bois,"44, Loire-Atlantique, Pays de la Loire",44161,,,,ok
165,5472857,547285700019,BOURG,44160,SAINTE-ANNE-SUR-BRIVET,47.461254,-2.022937,My. 44160 Sainte-Anne-sur-Brivet,0.46653969696969694,0.45517233378561733,street,44152_7dm9af,,My.,My.,44160,Sainte-Anne-sur-Brivet,"44, Loire-Atlantique, Pays de la Loire",44152,,,,ok
166,5472873,547287300016,AV+DE MAZY,44380,PORNICHET,47.272986,-2.355432,16 Avenue de Mazy 44380 Pornichet,0.5067119008264462,0.40588874813710873,housenumber,44132_0850_00016,16,16 Avenue de Mazy,Avenue de Mazy,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,,ok
167,5472980,547298000019,BOURG,44360,CORDEMAIS,47.303843,-1.818028,la Babouinais 44360 Cordemais,0.3389370247933884,0.32966619528619523,street,44045_95hli1,,la Babouinais,la Babouinais,44360,Cordemais,"44, Loire-Atlantique, Pays de la Loire",44045,,,,ok
